"id","account_id","legacy_id","ear_tag","ear_tag_loc","tattoo_left","tattoo_right","brand","brand_loc","name","ph_number","ph_number_loc","reg_num","reg_num_2","other_id","other_id_loc","electronic_id","animal_type","sex","category_id","breed_id","horn_status","color_markings","ocv_tattoo","ocv_number","status","pasture_id","sire_animal_id","dam_animal_id","genetic_dam_animal_id","real_dam_animal_id","sire_legacy_id","dam_legacy_id","genetic_dam_legacy_id","breeder_contact_id","birth_date","weaning_date","yearling_date","percent_dam_weight","conception_method","grafted_calf","purchase_date","purchased","purchased_from_contact_id","purchase_price","sale_ticket_id","sale_price","sale_weight","marketing_cost","reason_for_sale","death_date","cause_of_death","asking_price","marketing_comments","mppa","avg_calving_interval","avg_post_partum_interval","last_breeding_date","last_calving_date","current_breeding_status","next_calving_date","pelvic_area","pelvic_horizontal","pelvic_vertical","comments","donor_cow","ai_bull","promote_date","demote_date","birth_weight","weaning_weight","yearling_weight","adj_birth_weight","adj_weaning_weight","adj_yearling_weight","last_tip_to_tip","last_total_horn","last_base","last_composite","last_horn_measure_date","last_weight","last_height","last_bcs","last_weight_date","created_at","updated_at","embryo_recovery_date","nait_number","nlis_number","last_treatment_date","withdrawal_date","castration_date","next_booster_date","breeding_id","pelvic_measure_date","embryo_transfer_date"
"30803667","48210","","66D-WHITE","LE","","","","","","","","","","","","","Calf","Heifer","","958480","Horned","Red & White Face","","","Sold","","22294328","22047382","","22047382","","","","1448677","2016-03-31","2016-10-19","","","NS","false","","false","","","1027566","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","528","","","2016-11-04","2016-04-28 09:25:34 -0500","2016-11-11 09:46:26 -0600","","","","2016-07-30","","","","","",""
"30803673","48210","","72D-WHITE","LE","","","","","","","","","","","","","Calf","Steer","","958480","Polled","Red w/Mottled Face","","","Sold","","22294328","22020433","","22020433","","","","1448677","2016-03-31","2016-10-19","","","NS","false","","false","","","1027566","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","526","","","2016-11-04","2016-04-28 09:26:47 -0500","2016-11-11 09:46:26 -0600","","","","2016-07-30","","","","","",""
"30803688","48210","","64D-WHITE","LE","","","","","","","","","","","","","Calf","Heifer","","958480","Polled","Red w/Mottled Face","","","Sold","","","19610796","","19610796","","","","1448677","2016-03-31","2016-10-19","","","NS","false","","false","","","1027566","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","510","","","2016-11-04","2016-04-28 09:28:53 -0500","2016-11-11 09:46:26 -0600","","","","2016-07-30","","","","","",""
"30803694","48210","","69D-WHITE","LE","","","","","","","","","","","","","Calf","","","958480","Polled","Solid Black w/White Face","","","Sold","","","20509930","","20509930","","","","1448677","2016-03-31","","","","NS","false","","false","","","976401","415.0","157","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-04-28 09:29:56 -0500","2016-05-26 12:01:55 -0500","","","","2016-05-22","","","2016-06-13","","",""
"30803697","48210","","74D-WHITE","LE","","","","","","","","","","","","","Calf","Heifer","","958480","Horned","Black w/Mottled White Face","","","Sold","","22294328","19610778","","19610778","","","","1448677","2016-03-31","2016-10-19","","","NS","false","","false","","","1189821","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","690","","","2016-11-20","2016-04-28 09:31:23 -0500","2018-01-24 09:21:17 -0600","","","","2016-07-30","","","","","",""
"30892569","48210","","211C-YELLOW","LE","","","","","","","","18077796","","","","","Bull","Bull","","953202","Polled","Solid Black","","","Active","462123","","","","","","","","1448677","2015-01-12","2015-08-04","2016-03-13","","NS","false","2016-05-04","true","1841316","3000.0","","","","","","","","","","","","","","","","","","","","","false","false","","","76","540","945","","","","","","","","","945","","","2016-03-13","2016-05-04 17:57:22 -0500","2018-01-24 09:31:02 -0600","","","","2017-09-19","","","","","",""
"30901218","48210","","95D-WHITE","LE","","","","","","","","","","","","","Cow","Heifer","","958480","Dehorned","Red w/Mottled Face","","","Active","443994","22294328","27897384","","27897384","","","","1448677","2016-05-06","","","","NS","false","","false","","","","","","","","","","","","","","","2018-02-04","2018-02-08","Open","","","","","","false","false","","","","","","","","","","","","","","598","","","2016-12-02","2016-05-06 11:10:19 -0500","2018-02-08 18:53:18 -0600","","","","2016-05-22","","","2016-06-13","","",""
"30928164","48210","","MAIN 1024X","","","","","","MAIN BLACK CUTIE 1024X","","","FC391557","","","","","Cow","Heifer","","953217","Polled","Solid Black","","","Reference","","30966891","30966807","","30966807","","","","1448671","2010-01-30","","","","","false","","false","","","","","","","","","","","","","","","","2013-01-13","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-09 14:45:29 -0500","2016-05-12 15:14:50 -0500","","","","","","","","","",""
"30928236","48210","","MAIN 611S","","","","","","	MAIN BLACK RITA 611S","","","FC365854","","","","","Cow","Heifer","","953217","Polled","Solid Black","","","Reference","","30966954","30966957","","30966957","","","","1448671","2006-01-11","","","","","false","","false","","","","","","","","","","","","","","","","2008-01-22","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-09 14:51:12 -0500","2016-05-12 15:22:52 -0500","","","","","","","","","",""
"30943320","48210","","MAIN 641S","","","","","","MAIN RED ROCK 641S","","","FC369072","","","","","Cow","Heifer","","953217","Polled","","","","Reference","","","","","","","","","1448671","2006-02-02","","","","","false","","false","","","","","","","","","","","","","","","","2009-01-27","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-10 21:28:43 -0500","2016-05-10 21:31:55 -0500","","","","","","","","","",""
"30943509","48210","","MAIN 680S","","","","","","MAIN BLACK BABE 680S","","","RFC126313","","","","","Cow","Heifer","","953217","Scurred","Solid Black","","","Reference","","","","","","","","","1448671","2006-11-27","","","","","false","","false","","","","","","","","","","","","","","","","2009-01-04","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-10 21:34:08 -0500","2016-05-10 21:36:46 -0500","","","","","","","","","",""
"30958194","48210","","MAIN 14U","","","","","","MAIN NITE TIME 14U","","","MC320853","","","","","Bull","Bull","","953217","Polled","","","","Reference","","","","","","","","","1448671","2008-01-06","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-12 09:31:13 -0500","2016-05-12 09:33:20 -0500","","","","","","","","","",""
"30958197","48210","","BMT 20S","","","","","","MARVEL'S LADY REDPOLL20S","","","FC351737","","","","","Cow","Heifer","","953217","Polled","","","","Reference","","","","","","","","","","2006-02-02","","","","","false","","false","","","","","","","","","","","","","","","","2010-03-01","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-12 09:31:54 -0500","2016-05-12 09:34:49 -0500","","","","","","","","","",""
"30966807","48210","","AMB 822U","","","","","","HOPEWELL CUTIE 822U","","","FC369115","","","","","Cow","Heifer","","953217","Polled","","","","Reference","","30966828","30966840","","30966840","","","","","2008-01-13","","","","","false","","false","","","","","","","","","","","","","534","245","","2013-01-01","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-12 15:05:43 -0500","2016-05-12 15:16:22 -0500","","","","","","","","","",""
"30966828","48210","","LA 49R","","","","","","LA SUPREMACY 49R","","","MC297702","","","","","Bull","Bull","","953217","Scurred","","","","Reference","","","","","","","","","","2005-02-20","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-12 15:08:21 -0500","2016-05-12 15:12:00 -0500","","","","","","","","","",""
"30966840","48210","","LH 516R","","","","","","HILLVIEW DOMINO 516R","","","FC348578","","","","","Cow","Heifer","","958480","Polled","","","","Reference","","","","","","","","","","2005-01-08","","","","","false","","false","","","","","","","","","","","","","","","","2008-01-13","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-12 15:08:46 -0500","2016-05-12 15:09:58 -0500","","","","","","","","","",""
"30966891","48210","","MAIN 94T","","","","","","MAIN 94T","","","","","","","","Bull","Bull","","","","","","","Reference","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-12 15:14:06 -0500","2016-05-12 15:14:06 -0500","","","","","","","","","",""
"30966912","48210","","LLW 90L","","","","","","LLW RED PEPPER 90L","","","MC252850","","","","","Bull","Bull","","953217","","","","","Reference","","","","","","","","","","2001-03-08","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-12 15:17:47 -0500","2016-05-12 15:21:06 -0500","","","","","","","","","",""
"30966927","48210","","MAIN 419P","","","","","","MAIN 419P","","","RFC126064","","","","","Cow","Heifer","","953217","","","","","Reference","","","","","","","","","","2004-01-11","","","","","false","","false","","","","","","","","","","","","","","","","2006-01-15","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-12 15:18:25 -0500","2016-05-12 15:19:33 -0500","","","","","","","","","",""
"30966954","48210","","MIB 34N","","","","","","MIB SCORCH 34N","","","MC276457","","","","","Bull","Bull","","953217","","","","","Reference","","","","","","","","","1448671","2003-01-03","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-12 15:22:22 -0500","2016-05-12 15:23:53 -0500","","","","","","","","","",""
"30966957","48210","","MAIN 853H","","","","","","MAIN EVEREADY 853H","","","FC264360","","","","","Cow","Heifer","","1114888","","","","","Reference","","","","","","","","","1448671","1998-03-17","","","","","false","","false","","","","","","","","","","","","","","","","2006-01-11","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-12 15:22:47 -0500","2016-05-12 15:26:09 -0500","","","","","","","","","",""
"31159467","48210","","WWDS 1U","","","","","","WAWEDASH ROCKIN 1U","","","FC374900","","","","","Cow","Heifer","","953217","Polled","","","","Reference","","","","","","","","","","2008-03-17","","","","","false","","false","","","","","","","","","","","","","","","","2015-02-28","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-24 12:16:36 -0500","2016-05-24 12:17:43 -0500","","","","","","","","","",""
"31160109","48210","","WWDS 3U","","","","","","WAWEDASH STONE 3U","","","FC374901","","","","","Cow","Heifer","","953217","Polled","","","","Reference","","","","","","","","","","2008-03-28","","","","","false","","false","","","","","","","","","","","","","","","","2015-02-28","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-24 13:10:35 -0500","2016-05-24 13:11:41 -0500","","","","","","","","","",""
"31252125","48210","","MAIN 6T","","","","MAIN 6T","","MAIN BLACK GOLD 6T","","","MC323700","","","","","Bull","Bull","","953217","Polled","","","","Reference","","","","","","","","","1448671","2007-01-02","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-26 06:47:10 -0500","2016-05-26 06:50:29 -0500","","","","","","","","","",""
"31252128","48210","","MAIN 412P","","","","MAIN 412P","","MAIN RED KARLEEN 412P","","","FC339477","","","","","Cow","Heifer","","953217","Polled","","","","Reference","","","","","","","","","1448671","2004-01-06","","","","NS","false","","false","","","","","","","","","","","","","","","","2009-01-01","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-26 06:47:35 -0500","2016-05-26 06:58:44 -0500","","","","","","","","","",""
"31252140","48210","","MAIN 1W","","","","MAIN 1W","","MAIN BLACK GOLD 1W","","","MC346350","","","","","Bull","Bull","","953217","Polled","Solid Black","","","Reference","","31252125","31252128","","31252128","","","","1448671","2009-01-01","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-26 06:56:27 -0500","2016-05-30 11:00:01 -0500","","","","","","","","","",""
"31254309","48210","","46D-WHITE","LE","","","","","","","","","","","","","Calf","Heifer","","958480","Polled","Black w/Mottled White Face","","","Sold","","22294328","24289346","","24289346","","","","1448677","2016-03-29","","","","NS","false","","false","","","976398","384.0","200","20.8","1st Calf Heifer","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-26 11:54:53 -0500","2016-05-26 11:56:52 -0500","","","","","","","","","",""
"31254324","48210","","needs tagging","","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Sold","","","24289349","","24289349","","","","1448677","2016-03-29","2016-05-23","","","NS","false","","false","","","976401","415.0","141","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-05-26 12:00:36 -0500","2016-05-26 12:01:55 -0500","","","","","","","","","",""
"31318335","48210","","PROK 38S","","","","PROK 38S","","PRO-CHAR BAILEY 38S","","","MC303673","","","","","Bull","Bull","","953217","Polled","","","","Reference","","","","","","","","","","2006-01-24","","","","","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-06-01 21:36:16 -0500","2016-06-01 21:38:59 -0500","","","","","","","","","",""
"31318344","48210","","WWDS 185R","","","","","","	WAWEDASH REDWOOD 185R","","","FC350617","","","","","Cow","Heifer","","953217","Polled","","","","Reference","","","","","","","","","","2005-04-24","","","","NS","false","","false","","","","","","","","","","","","","","","","2010-04-03","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-06-01 21:36:33 -0500","2016-06-01 21:37:43 -0500","","","","","","","","","",""
"32091246","48210","","78D-WHITE","LE","","","","","","","","","","","","","Calf","Steer","","958480","Polled","Solid Black","","","Sold","","28222290","21819835","","21819835","","","","1448677","2016-08-29","2016-10-19","","","NS","false","","false","","","1037976","325.13","155","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-08-29 07:49:20 -0500","2016-12-06 15:10:34 -0600","","","","","","2016-10-19","","18693849","",""
"32102775","48210","","90D-WHITE","LE","","","","","","","","","","","","","Calf","Steer","","958480","Polled","Solid Black","","","Sold","","28222290","20456755","","20456755","","","","1448677","2016-08-30","2016-10-19","","","NS","false","","false","","","1037964","498.75","285","26.17","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-08-31 07:16:44 -0500","2016-12-06 14:52:58 -0600","","","","","","2016-10-19","","","",""
"32131584","48210","","104D-WHITE","LE","","","","","","","","","","","","","Calf","","","958480","Polled","Solid Black","","","Sold","","28222290","24289334","","24289334","","","","1448677","2016-09-03","","","","NS","false","","false","","","1037976","263.78","124","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-09-05 10:21:06 -0500","2016-12-06 15:10:34 -0600","","","","","","","","18693522","",""
"32131605","48210","","86D-WHITE","","","","","","","","","","","","","","Calf","Heifer","","958480","Polled","Solid Black","","","Sold","","28222290","27330211","","27330211","","","","1448677","2016-09-03","2016-10-19","","","NS","false","","false","","","1037964","337.5","225","17.71","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-09-05 10:23:46 -0500","2016-12-06 14:52:58 -0600","","","","","","","","18693702","",""
"32131632","48210","","83D-WHITE","","","","","","","","","","","","","","Calf","Heifer","","958480","Polled","Solid Black","","","Sold","","28222290","27330190","","27330190","","","","1448677","2016-09-03","2016-10-19","","","NS","false","","false","","","1037964","290.0","250","15.21","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-09-05 10:27:31 -0500","2016-12-06 14:52:58 -0600","","","","","","","","18694128","",""
"32286285","48210","","87D-WHITE","LE","","","","","","","","","","","","","Calf","Heifer","","958480","Polled","Solid Black","","","Sold","","28222290","24513146","","24513146","","","","1448677","2016-09-22","2016-10-19","","","NS","false","","false","","","1037964","430.5","210","22.58","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-09-22 19:06:00 -0500","2016-12-06 14:52:58 -0600","","","","","","","","18693624","",""
"32325879","48210","","91D-WHITE","","","","","","","","","","","","","","Calf","","","958480","Polled","Solid Black","","","Sold","","28222290","24289379","","24289379","","","","1448677","2016-09-27","","","","NS","false","","false","","","1037976","296.5","159","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-09-28 20:34:43 -0500","2016-12-06 15:10:34 -0600","","","","","","","","18693567","",""
"32346759","48210","","84D-WHITE","","","","","","","","","","","","","","Calf","Heifer","","958480","Polled","Solid Black","","","Sold","","28222290","22603223","","22603223","","","","1448677","2016-10-02","2016-10-19","","","NS","false","","false","","","1037964","456.0","285","23.92","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-02 16:52:36 -0500","2016-12-06 14:52:58 -0600","","","","","","","","18693465","",""
"32346771","48210","","88D-WHITE","LE","","","","","","","","","","","","","Calf","","","958480","Polled","Solid Black","","","Sold","","28222290","24289316","","24289316","","","","1448677","2016-09-27","2016-10-19","","","NS","false","","false","","","1037964","399.75","205","20.97","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-02 16:55:59 -0500","2016-12-06 14:52:58 -0600","","","","","","","","18693504","",""
"32347398","48210","","80D-WHITE","LE","","","","","","","","","","","","","Calf","","","958480","Polled","Solid Red","","","Sold","","28222290","27330229","","27330229","","","","1448677","2016-09-27","2016-10-19","","","NS","false","","false","","","1037964","367.5","175","19.28","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-02 19:08:38 -0500","2016-12-06 14:52:57 -0600","","","","","","","","18693720","",""
"32349813","48210","","82D-WHITE","LE","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Sold","","28222290","24289325","","24289325","","","","1448677","2016-09-29","2016-10-19","","","NS","false","","false","","","1037964","380.25","195","19.95","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-03 07:55:50 -0500","2016-12-06 14:52:58 -0600","","","","","","","","18693513","",""
"32349843","48210","","48/6","","","","48/6","LH","","","","","","","","","Calf","Heifer","","953208","Horned","Dark Grey","","","Active","443994","","27897393","","27897393","","","","1448677","2016-09-30","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","774","","","2017-09-25","2016-10-03 08:03:31 -0500","2017-10-02 07:15:06 -0500","","","","2017-09-25","","","","","",""
"32357679","48210","","92D-WHITE","LE","","","","","","","","","","","","","Calf","Heifer","","958480","Polled","Solid Black","","","Sold","","28222290","20493601","","20493601","","","","1448677","2016-09-27","2016-10-19","","","NS","false","","false","","","1037964","393.75","225","20.66","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-03 20:15:42 -0500","2016-12-06 14:52:58 -0600","","","","","","","","18693354","",""
"32450541","48210","","18D-WHITE","LE","","","","","","","","","","","","","Calf","Steer","","958480","Polled","Solid Black","","","Sold","","28222290","20493667","","20493667","","","","1448677","2016-10-12","2016-10-19","","","NS","false","","false","","","1037964","297.5","170","15.61","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-13 17:32:25 -0500","2016-12-06 14:52:57 -0600","","","","","","2016-10-19","","18693360","",""
"32462811","48210","","10D-WHITE","LE","","","","","","","","","","","","","Calf","Steer","","958480","Polled","Solid Black","","","Sold","","28222290","27330199","","27330199","","","","1448677","2016-10-14","2016-10-19","","","NS","false","","false","","","1037964","323.75","175","16.97","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-15 14:53:20 -0500","2016-12-06 14:53:20 -0600","","","","","","2016-10-19","","18694137","",""
"32466228","48210","","94D-WHITE","LE","","","","","","","","","","","","","Calf","","","958480","Polled","Solid Black","","","Sold","","28222290","27330196","","27330196","","","","1448677","2016-10-16","2016-10-19","","","NS","false","","false","","","1037976","304.68","145","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-16 16:27:25 -0500","2016-12-06 15:10:34 -0600","","","","","","","","18694134","",""
"32466444","48210","","9D-WHITE","LE","","","","","","","","","","","","","Calf","Steer","","958480","Polled","Solid Black w/White Face","","","Sold","","28222290","27330226","","27330226","","","","1448677","2016-10-14","2016-10-19","","","NS","false","","false","","","1037976","316.95","129","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-16 17:08:33 -0500","2016-12-06 15:10:34 -0600","","","","","","2016-10-19","","18693717","",""
"32469384","48210","","19D-WHITE","LE","","","","","","","","","","","","","Calf","Steer","","958480","Polled","Solid Black","","","Sold","","28222290","27330214","","27330214","","","","1448677","2016-10-14","2016-10-19","","","NS","false","","false","","","1037964","289.0","170","15.16","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-17 08:04:21 -0500","2016-12-06 14:52:57 -0600","","","","","","2016-10-19","","18693705","",""
"32541486","48210","","93D-WHITE","LE","","","","","","","","","","","","","Calf","","","958480","Polled","Solid Black","","","Sold","","28222290","22047367","","22047367","","","","1448677","2016-10-17","2016-10-19","","","NS","false","","false","","","1037976","249.47","149","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-22 18:45:23 -0500","2016-12-06 15:10:34 -0600","","","","","","","","","",""
"32541543","48210","","105D-WHITE","LE","","","","","","","","","","","","","Calf","","","958480","Polled","Solid Black","","","Sold","","28222290","24289358","","24289358","","","","1448677","2016-10-21","","","","NS","false","","false","","","1037976","269.93","132","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-22 18:51:43 -0500","2016-12-06 20:32:39 -0600","","","","","","","","","",""
"32548284","48210","","19-ORANGE","LE","","","","","","","","","","","","982000373732048","Cow","Heifer","","958480","Polled","Solid Black","","","Active","492651","","","","","","","","1448677","2010-10-01","","","","NS","false","","false","","","","","","","","","","","","","","","2018-02-05","2016-09-27","Exposed","2018-09-21","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-24 09:24:39 -0500","2018-04-23 16:25:09 -0500","","","","","","","","","",""
"32548323","48210","","81D-WHITE","LE","","","","","","","","","","","","","Calf","","","958480","Polled","Solid Black","","","Sold","","28222290","32548284","","32548284","","","","1448677","2016-09-27","2016-10-19","","","NS","false","","false","","","1037964","450.0","225","23.61","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-24 09:30:01 -0500","2016-12-06 14:52:57 -0600","","","","","","","","","",""
"32570214","48210","","24-ORANGE","LE","","","","","","","","","","","","982000374772152","Cow","Heifer","","958480","Horned","Red & White Face","","","Active","492651","","","","","","","","","2012-01-01","","","","NS","false","","false","","","","","","","","","","","","","344","59","2018-02-05","2017-09-21","Exposed","2018-09-21","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-25 09:41:40 -0500","2018-02-06 10:43:51 -0600","","","","","","","","","",""
"32570247","48210","","331-BLUE","LE","","","","","","","","","","","","982000376416826","Cow","Heifer","","953211","Polled","Solid Black","","","Sold","","","","","","","","","","2014-04-01","","","","NS","false","","false","","","1051848","889.0","1270","41.96","Poor Breeder","","","","","","","","2016-11-03","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-25 09:46:56 -0500","2017-01-11 10:01:45 -0600","","","","","","","","","",""
"32607075","48210","","","","","","502","LH","","","","","","","","","Cow","Heifer","","953208","Polled","Solid Grey","","","Active","492651","","","","","","","","","2011-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","","","","","","","","","","","","","2018-02-05","","Pregnant","2017-05-06","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:04:07 -0500","2018-02-06 10:43:51 -0600","","","","2016-10-27","","","","","",""
"32607117","48210","","407-WHITE","LE","","","","","","","","","","","","","Cow","Heifer","","958480","Polled","Solid Black","","","Active","492651","","","","","","","","1900791","2015-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","","","","","","","","","","","","","2018-02-05","","Exposed","2018-09-21","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:08:26 -0500","2018-02-06 10:43:51 -0600","","","","2016-10-27","","","","","",""
"32607186","48210","","303-YELLOW","LE","","","","","","","","","","","","","Cow","Heifer","","958480","Polled","Solid Black","","","Active","492651","","","","","","","","","2015-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","","","","","","","","","","","","","2018-02-05","","Pregnant","2017-04-30","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:17:52 -0500","2018-02-06 10:43:51 -0600","","","","2016-10-27","","","","","",""
"32607207","48210","","11-yr-Louise","","","","7","RH","","","","","","","","","Cow","Heifer","","953208","Horned","Solid Grey","","","Sold","","","","","","","","","","2006-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","1094778","796.95","1265","42.56","","","","","","","","","2016-11-27","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:21:20 -0500","2017-05-02 18:05:03 -0500","","","","2016-10-27","","","","","",""
"32607231","48210","","1-RED","LE","","","","","","","","","","","","","Cow","Heifer","","958480","Polled","Solid Black","","","Active","492651","","","","","","","","","2014-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","","","","","","","","","","","","","2018-02-05","","Pregnant","2017-05-06","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:23:42 -0500","2018-02-06 10:43:51 -0600","","","","2016-10-27","","","","","",""
"32607234","48210","","311-WHITE","LE","","","","","","","","","","","","","Cow","Heifer","","958480","Polled","Solid Black","","","Dead","","","","","","","","","1900791","2015-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","","","","","","2017-01-21","Unknown","","","","","","2016-11-27","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:25:46 -0500","2017-01-23 20:05:43 -0600","","","","2016-10-27","","","","","",""
"32607237","48210","","317-WHITE TV","LE","","","","","","","","","","","","","Cow","Heifer","","958480","Polled","Solid Black","","","Active","492651","","","","","","","","1900791","2013-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","","","","","","","","","","","","","2018-02-05","2018-01-25","Exposed","2018-11-06","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:27:48 -0500","2018-04-23 08:02:58 -0500","","","","2016-10-27","","","","","",""
"32607240","48210","","337-YELLOW-LOUISE","LE","","","","","","","","","","","","","Cow","Heifer","","1741416","Polled","Red & White Face","","","Sold","","","","","","","","","","2007-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","1042626","639.9","1185","31.04","","","","","","","","","2016-11-03","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:30:55 -0500","2016-12-23 08:34:14 -0600","","","","2016-10-27","","","","","",""
"32607255","48210","","337-WHITE","LE","","","","","","","","","","","","","Cow","Heifer","","958480","Polled","Black w/Mottled White Face","","","Active","492651","","","","","","","","1900791","2014-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","","","","","","","","","","","","","2018-02-05","","Pregnant","2017-05-06","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:35:02 -0500","2018-02-06 10:43:51 -0600","","","","2016-10-27","","","","","",""
"32607261","48210","","387-YELLOW","RE","","","","","","","","","","","","","Cow","Heifer","","958480","Polled","Black w/Mottled White Face","","","Active","492651","","","","","","","","","2005-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","","","","","","","","","","","","","2018-02-05","","Pregnant","2017-04-30","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:38:19 -0500","2018-02-06 10:43:51 -0600","","","","2016-10-27","","","","","",""
"32607264","48210","","206-YELLOW","LE","","","","","","","","","","","","","Cow","Heifer","","958480","Horned","Solid Black","","","Active","492651","","","","","","","","1900791","2014-01-01","","","","NS","false","2016-10-10","true","1900794","598.58","","","","","","","","","","","","","2018-02-05","","Exposed","2017-09-08","","","","","false","false","","","","","","","","","","","","","","","","","","2016-10-27 17:40:05 -0500","2018-02-06 10:43:51 -0600","","","","2016-10-27","","","","","",""
