"id","animal_id","moved_from_pasture_id","moved_to_pasture_id","movement_date"
"62392593","26303413","443994","462123","2016-04-24"
"62392596","24289316","443994","462123","2016-04-24"
"62392599","24289319","443994","462123","2016-04-24"
"62392602","24289322","443994","462123","2016-04-24"
"62392605","24289325","443994","462123","2016-04-24"
"62392608","30551304","443994","462123","2016-04-24"
"62392611","24289328","443994","462123","2016-04-24"
"62392614","30027825","443994","462123","2016-04-24"
"62392617","24289331","443994","462123","2016-04-24"
"62392620","24289334","443994","462123","2016-04-24"
"62392623","29975862","443994","462123","2016-04-24"
"62392626","24289337","443994","462123","2016-04-24"
"62392629","29809692","443994","462123","2016-04-24"
"62392632","24289340","443994","462123","2016-04-24"
"62392635","30551310","443994","462123","2016-04-24"
"62392638","24289343","443994","462123","2016-04-24"
"62392641","24289346","443994","462123","2016-04-24"
"62392644","24289349","443994","462123","2016-04-24"
"62392647","24289352","443994","462123","2016-04-24"
"62392650","24289355","443994","462123","2016-04-24"
"62392653","24289358","443994","462123","2016-04-24"
"62392656","29860632","443994","462123","2016-04-24"
"62392659","24289367","443994","462123","2016-04-24"
"62392662","30041424","443994","462123","2016-04-24"
"62392665","24289370","443994","462123","2016-04-24"
"62392668","24289373","443994","462123","2016-04-24"
"62392671","24289376","443994","462123","2016-04-24"
"62392674","24289379","443994","462123","2016-04-24"
"62392677","24289382","443994","462123","2016-04-24"
"62392680","24289385","443994","462123","2016-04-24"
"62392683","24289388","443994","462123","2016-04-24"
"62392686","30027819","443994","462123","2016-04-24"
"62392689","24289397","443994","462123","2016-04-24"
"62392692","24513113","443994","462123","2016-04-24"
"62392695","29788551","443994","462123","2016-04-24"
"62392698","24513122","443994","462123","2016-04-24"
"62392701","29767632","443994","462123","2016-04-24"
"62392704","24513125","443994","462123","2016-04-24"
"62392707","24513128","443994","462123","2016-04-24"
"62392710","29745381","443994","462123","2016-04-24"
"62392713","24513134","443994","462123","2016-04-24"
"62392716","29928903","443994","462123","2016-04-24"
"62392719","24513137","443994","462123","2016-04-24"
"62392722","24513140","443994","462123","2016-04-24"
"62392725","29401005","443994","462123","2016-04-24"
"62392728","24513143","443994","462123","2016-04-24"
"62392731","24513146","443994","462123","2016-04-24"
"62392734","24513149","443994","462123","2016-04-24"
"62392737","29696709","443994","462123","2016-04-24"
"62392740","24513152","443994","462123","2016-04-24"
"62392743","28453236","443994","462123","2016-04-24"
"62392746","24513155","443994","462123","2016-04-24"
"62392749","24513158","443994","462123","2016-04-24"
"62392752","29400993","443994","462123","2016-04-24"
"62392755","24513161","443994","462123","2016-04-24"
"62392758","24513167","443994","462123","2016-04-24"
"62392761","24513170","443994","462123","2016-04-24"
"62392764","30122235","443994","462123","2016-04-24"
"62392767","24513176","443994","462123","2016-04-24"
"62392770","24513179","443994","462123","2016-04-24"
"62392773","29919570","443994","462123","2016-04-24"
"62392776","24513182","443994","462123","2016-04-24"
"62392779","24513185","443994","462123","2016-04-24"
"62392782","24513188","443994","462123","2016-04-24"
"62392785","29872293","443994","462123","2016-04-24"
"62392788","24513191","443994","462123","2016-04-24"
"62392791","24513194","443994","462123","2016-04-24"
"62392794","27330190","443994","462123","2016-04-24"
"62392797","27330196","443994","462123","2016-04-24"
"62392800","27330199","443994","462123","2016-04-24"
"62392803","27330208","443994","462123","2016-04-24"
"62392806","27330211","443994","462123","2016-04-24"
"62392809","27330214","443994","462123","2016-04-24"
"62392812","27330226","443994","462123","2016-04-24"
"62392815","27330229","443994","462123","2016-04-24"
"62392818","30901218","443994","462123","2016-04-24"
"62392821","27897384","443994","462123","2016-04-24"
"62392824","27897393","443994","462123","2016-04-24"
"62392827","30043767","443994","462123","2016-04-24"
"62392830","27897402","443994","462123","2016-04-24"
"62392893","19610760","462123","328918","2016-04-24"
"62392899","30803697","462123","328918","2016-04-24"
"62392902","19610778","462123","328918","2016-04-24"
"62392908","28434480","462123","328918","2016-04-24"
"62392911","19610787","462123","328918","2016-04-24"
"62392914","30803688","462123","328918","2016-04-24"
"62392917","19610796","462123","328918","2016-04-24"
"62392920","29457861","462123","328918","2016-04-24"
"62392923","19610802","462123","328918","2016-04-24"
"62392926","29779866","462123","328918","2016-04-24"
"62392929","19610805","462123","328918","2016-04-24"
"62392932","29793636","462123","328918","2016-04-24"
"62392935","19610808","462123","328918","2016-04-24"
"62392938","29860647","462123","328918","2016-04-24"
"62392941","19610898","462123","328918","2016-04-24"
"62392944","30322026","462123","328918","2016-04-24"
"62392947","25675931","462123","328918","2016-04-24"
"62392950","19610907","462123","328918","2016-04-24"
"62392953","28469601","462123","328918","2016-04-24"
"62392956","19610916","462123","328918","2016-04-24"
"62392959","30730626","462123","328918","2016-04-24"
"62392962","26062430","462123","328918","2016-04-24"
"62392965","19610922","462123","328918","2016-04-24"
"62392968","19692253","462123","328918","2016-04-24"
"62392974","28475673","462123","328918","2016-04-24"
"62392977","19727668","462123","328918","2016-04-24"
"62392980","29975880","462123","328918","2016-04-24"
"62392983","19727674","462123","328918","2016-04-24"
"62392986","25807601","462123","328918","2016-04-24"
"62392989","20456755","462123","328918","2016-04-24"
"62392995","25984700","462123","328918","2016-04-24"
"62392998","20469046","462123","328918","2016-04-24"
"62393001","20486326","462123","328918","2016-04-24"
"62393004","29911653","462123","328918","2016-04-24"
"62393007","20493472","462123","328918","2016-04-24"
"62393010","20493601","462123","328918","2016-04-24"
"62393013","29890512","462123","328918","2016-04-24"
"62393016","25823078","462123","328918","2016-04-24"
"62393019","20493625","462123","328918","2016-04-24"
"62393022","20493667","462123","328918","2016-04-24"
"62393025","30198291","462123","328918","2016-04-24"
"62393028","30200667","462123","328918","2016-04-24"
"62393031","20493706","462123","328918","2016-04-24"
"62393034","30321990","462123","328918","2016-04-24"
"62393037","20493847","462123","328918","2016-04-24"
"62393040","30803694","462123","328918","2016-04-24"
"62393043","20509930","462123","328918","2016-04-24"
"62393046","30138378","462123","328918","2016-04-24"
"62393049","20510275","462123","328918","2016-04-24"
"62393052","29860620","462123","328918","2016-04-24"
"62393055","20565319","462123","328918","2016-04-24"
"62393058","28341351","462123","328918","2016-04-24"
"62393061","20629108","462123","328918","2016-04-24"
"62393064","29344287","462123","328918","2016-04-24"
"62393070","29367111","462123","328918","2016-04-24"
"62393076","29359116","462123","328918","2016-04-24"
"62393082","29128011","462123","328918","2016-04-24"
"62393088","29359122","462123","328918","2016-04-24"
"62393094","30770232","462123","328918","2016-04-24"
"62393100","21819835","462123","328918","2016-04-24"
"62393103","30803673","462123","328918","2016-04-24"
"62393106","22020433","462123","328918","2016-04-24"
"62393109","28358352","462123","328918","2016-04-24"
"62393112","22020535","462123","328918","2016-04-24"
"62393115","30275829","462123","328918","2016-04-24"
"62393118","26028932","462123","328918","2016-04-24"
"62393121","22020559","462123","328918","2016-04-24"
"62393124","28474710","462123","328918","2016-04-24"
"62393127","25971623","462123","328918","2016-04-24"
"62393130","22020568","462123","328918","2016-04-24"
"62393133","29696520","462123","328918","2016-04-24"
"62393136","22047349","462123","328918","2016-04-24"
"62393139","22047367","462123","328918","2016-04-24"
"62393142","30803667","462123","328918","2016-04-24"
"62393148","22047382","462123","328918","2016-04-24"
"62393151","29989410","462123","328918","2016-04-24"
"62393154","25984688","462123","328918","2016-04-24"
"62393157","22166194","462123","328918","2016-04-24"
"62393160","30259416","462123","328918","2016-04-24"
"62393163","26028827","462123","328918","2016-04-24"
"62393166","22189504","462123","328918","2016-04-24"
"62393169","22189510","462123","328918","2016-04-24"
"62393172","30204096","462123","328918","2016-04-24"
"62393175","26076857","462123","328918","2016-04-24"
"62393178","22302638","462123","328918","2016-04-24"
"62393181","25759949","462123","328918","2016-04-24"
"62393184","22603208","462123","328918","2016-04-24"
"62393187","22603223","462123","328918","2016-04-24"
"62393190","29928915","462123","328918","2016-04-24"
"62393196","29928933","462123","328918","2016-04-24"
"62393199","24253490","462123","328918","2016-04-24"
"62393202","24289301","462123","328918","2016-04-24"
"62393205","30730635","462123","328918","2016-04-24"
"62393208","24289304","462123","328918","2016-04-24"
"62393211","24289307","462123","328918","2016-04-24"
"62393214","24289310","462123","328918","2016-04-24"
"62393217","24289313","462123","328918","2016-04-24"
"62393220","26303413","462123","328918","2016-04-24"
"62393223","24289316","462123","328918","2016-04-24"
"62393226","24289319","462123","328918","2016-04-24"
"62393229","24289322","462123","328918","2016-04-24"
"62393232","24289325","462123","328918","2016-04-24"
"62393235","30551304","462123","328918","2016-04-24"
"62393238","24289328","462123","328918","2016-04-24"
"62393241","30027825","462123","328918","2016-04-24"
"62393244","24289331","462123","328918","2016-04-24"
"62393247","24289334","462123","328918","2016-04-24"
"62393250","29975862","462123","328918","2016-04-24"
"62393253","24289337","462123","328918","2016-04-24"
"62393256","29809692","462123","328918","2016-04-24"
"62393259","24289340","462123","328918","2016-04-24"
"62393262","30551310","462123","328918","2016-04-24"
"62393265","24289343","462123","328918","2016-04-24"
"62393268","24289346","462123","328918","2016-04-24"
"62393271","24289349","462123","328918","2016-04-24"
"62393274","24289352","462123","328918","2016-04-24"
"62393277","24289355","462123","328918","2016-04-24"
"62393280","24289358","462123","328918","2016-04-24"
"62393283","29860632","462123","328918","2016-04-24"
"62393286","24289367","462123","328918","2016-04-24"
"62393289","30041424","462123","328918","2016-04-24"
"62393292","24289370","462123","328918","2016-04-24"
"62393295","24289373","462123","328918","2016-04-24"
"62393298","24289376","462123","328918","2016-04-24"
"62393301","24289379","462123","328918","2016-04-24"
"62393304","24289382","462123","328918","2016-04-24"
"62393307","24289385","462123","328918","2016-04-24"
"62393310","24289388","462123","328918","2016-04-24"
"62393313","30027819","462123","328918","2016-04-24"
"62393316","24289397","462123","328918","2016-04-24"
"62393319","24513113","462123","328918","2016-04-24"
"62393322","29788551","462123","328918","2016-04-24"
"62393325","24513122","462123","328918","2016-04-24"
"62393328","29767632","462123","328918","2016-04-24"
"62393331","24513125","462123","328918","2016-04-24"
"62393334","24513128","462123","328918","2016-04-24"
"62393337","29745381","462123","328918","2016-04-24"
"62393340","24513134","462123","328918","2016-04-24"
"62393343","29928903","462123","328918","2016-04-24"
"62393346","24513137","462123","328918","2016-04-24"
"62393349","24513140","462123","328918","2016-04-24"
"62393352","29401005","462123","328918","2016-04-24"
"62393355","24513143","462123","328918","2016-04-24"
"62393358","24513146","462123","328918","2016-04-24"
"62393361","24513149","462123","328918","2016-04-24"
"62393364","29696709","462123","328918","2016-04-24"
"62393367","24513152","462123","328918","2016-04-24"
"62393370","28453236","462123","328918","2016-04-24"
"62393373","24513155","462123","328918","2016-04-24"
"62393376","24513158","462123","328918","2016-04-24"
"62393379","29400993","462123","328918","2016-04-24"
"62393382","24513161","462123","328918","2016-04-24"
"62393385","24513167","462123","328918","2016-04-24"
"62393388","24513170","462123","328918","2016-04-24"
"62393391","30122235","462123","328918","2016-04-24"
"62393394","24513176","462123","328918","2016-04-24"
"62393397","24513179","462123","328918","2016-04-24"
"62393400","29919570","462123","328918","2016-04-24"
"62393403","24513182","462123","328918","2016-04-24"
"62393406","24513185","462123","328918","2016-04-24"
"62393409","24513188","462123","328918","2016-04-24"
"62393412","29872293","462123","328918","2016-04-24"
"62393415","24513191","462123","328918","2016-04-24"
"62393418","24513194","462123","328918","2016-04-24"
"62393421","25760039","462123","328918","2016-04-24"
"62393424","27330190","462123","328918","2016-04-24"
"62393427","27330196","462123","328918","2016-04-24"
"62393430","27330199","462123","328918","2016-04-24"
"62393433","27330208","462123","328918","2016-04-24"
"62393436","27330211","462123","328918","2016-04-24"
"62393439","27330214","462123","328918","2016-04-24"
"62393442","27330226","462123","328918","2016-04-24"
"62393445","27330229","462123","328918","2016-04-24"
"62393448","30901218","462123","328918","2016-04-24"
"62393451","27897384","462123","328918","2016-04-24"
"62393454","27897393","462123","328918","2016-04-24"
"62393457","30043767","462123","328918","2016-04-24"
"62393460","27897402","462123","328918","2016-04-24"
"62405802","19610760","328918","443994","2016-05-09"
"62405808","30803697","328918","443994","2016-05-09"
"62405811","19610778","328918","443994","2016-05-09"
"62405814","28434480","328918","443994","2016-05-09"
"62405817","19610787","328918","443994","2016-05-09"
"62405820","30803688","328918","443994","2016-05-09"
"62405823","19610796","328918","443994","2016-05-09"
"62405826","29457861","328918","443994","2016-05-09"
"62405829","19610802","328918","443994","2016-05-09"
"62405832","29779866","328918","443994","2016-05-09"
"62405835","19610805","328918","443994","2016-05-09"
"62405838","29793636","328918","443994","2016-05-09"
"62405841","19610808","328918","443994","2016-05-09"
"62405844","29860647","328918","443994","2016-05-09"
"62405847","19610898","328918","443994","2016-05-09"
"62405850","30322026","328918","443994","2016-05-09"
"62405853","25675931","328918","443994","2016-05-09"
"62405856","19610907","328918","443994","2016-05-09"
"62405859","28469601","328918","443994","2016-05-09"
"62405862","19610916","328918","443994","2016-05-09"
"62405865","30730626","328918","443994","2016-05-09"
"62405868","26062430","328918","443994","2016-05-09"
"62405871","19610922","328918","443994","2016-05-09"
"62405874","19692253","328918","443994","2016-05-09"
"62405880","28475673","328918","443994","2016-05-09"
"62405883","19727668","328918","443994","2016-05-09"
"62405886","29975880","328918","443994","2016-05-09"
"62405895","19727674","328918","443994","2016-05-09"
"62405904","25807601","328918","443994","2016-05-09"
"62405907","20456755","328918","443994","2016-05-09"
"62405913","25984700","328918","443994","2016-05-09"
"62405916","20469046","328918","443994","2016-05-09"
"62405919","20486326","328918","443994","2016-05-09"
"62405922","29911653","328918","443994","2016-05-09"
"62405925","20493472","328918","443994","2016-05-09"
"62405928","20493601","328918","443994","2016-05-09"
"62405931","29890512","328918","443994","2016-05-09"
"62405934","25823078","328918","443994","2016-05-09"
"62405937","20493625","328918","443994","2016-05-09"
"62405940","20493667","328918","443994","2016-05-09"
"62405943","30198291","328918","443994","2016-05-09"
"62405946","30200667","328918","443994","2016-05-09"
"62405949","20493706","328918","443994","2016-05-09"
"62405952","30321990","328918","443994","2016-05-09"
"62405955","20493847","328918","443994","2016-05-09"
"62405958","30803694","328918","443994","2016-05-09"
"62405961","20509930","328918","443994","2016-05-09"
"62405964","30138378","328918","443994","2016-05-09"
"62405967","20510275","328918","443994","2016-05-09"
"62405970","29860620","328918","443994","2016-05-09"
"62405973","20565319","328918","443994","2016-05-09"
"62405976","28341351","328918","443994","2016-05-09"
"62405979","20629108","328918","443994","2016-05-09"
"62405982","29344287","328918","443994","2016-05-09"
"62405985","21818383","328918","443994","2016-05-09"
"62405988","29367111","328918","443994","2016-05-09"
"62405991","21818413","328918","443994","2016-05-09"
"62405994","29359116","328918","443994","2016-05-09"
"62405997","21819703","328918","443994","2016-05-09"
"62406000","29128011","328918","443994","2016-05-09"
"62406003","21819736","328918","443994","2016-05-09"
"62406006","29359122","328918","443994","2016-05-09"
"62406009","21819760","328918","443994","2016-05-09"
"62406012","30770232","328918","443994","2016-05-09"
"62406015","21819781","328918","443994","2016-05-09"
"62406018","21819835","328918","443994","2016-05-09"
"62406021","30803673","328918","443994","2016-05-09"
"62406024","22020433","328918","443994","2016-05-09"
"62406027","28358352","328918","443994","2016-05-09"
"62406030","22020535","328918","443994","2016-05-09"
"62406033","30275829","328918","443994","2016-05-09"
"62406036","26028932","328918","443994","2016-05-09"
"62406039","22020559","328918","443994","2016-05-09"
"62406042","28474710","328918","443994","2016-05-09"
"62406045","25971623","328918","443994","2016-05-09"
"62406048","22020568","328918","443994","2016-05-09"
"62406051","29696520","328918","443994","2016-05-09"
"62406054","22047349","328918","443994","2016-05-09"
"62406057","22047367","328918","443994","2016-05-09"
"62406060","30803667","328918","443994","2016-05-09"
"62406066","22047382","328918","443994","2016-05-09"
"62406069","29989410","328918","443994","2016-05-09"
"62406072","25984688","328918","443994","2016-05-09"
"62406075","22166194","328918","443994","2016-05-09"
"62406078","30259416","328918","443994","2016-05-09"
"62406081","26028827","328918","443994","2016-05-09"
"62406084","22189504","328918","443994","2016-05-09"
"62406087","22189510","328918","443994","2016-05-09"
"62406090","30204096","328918","443994","2016-05-09"
"62406093","26076857","328918","443994","2016-05-09"
"62406096","22302638","328918","443994","2016-05-09"
"62406099","25759949","328918","443994","2016-05-09"
"62406102","22603208","328918","443994","2016-05-09"
"62406105","22603223","328918","443994","2016-05-09"
"62406108","29928915","328918","443994","2016-05-09"
"62406111","22741808","328918","443994","2016-05-09"
"62406114","29928933","328918","443994","2016-05-09"
"62406117","24253490","328918","443994","2016-05-09"
"62406120","24289301","328918","443994","2016-05-09"
"62406123","30730635","328918","443994","2016-05-09"
"62406126","24289304","328918","443994","2016-05-09"
"62406129","24289307","328918","443994","2016-05-09"
"62406132","24289310","328918","443994","2016-05-09"
"62406135","24289313","328918","443994","2016-05-09"
"62406138","26303413","328918","443994","2016-05-09"
"62406141","24289316","328918","443994","2016-05-09"
"62406144","24289319","328918","443994","2016-05-09"
"62406147","24289322","328918","443994","2016-05-09"
"62406150","24289325","328918","443994","2016-05-09"
"62406153","30551304","328918","443994","2016-05-09"
"62406156","24289328","328918","443994","2016-05-09"
"62406159","30027825","328918","443994","2016-05-09"
"62406162","24289331","328918","443994","2016-05-09"
"62406165","24289334","328918","443994","2016-05-09"
"62406168","29975862","328918","443994","2016-05-09"
"62406171","24289337","328918","443994","2016-05-09"
"62406177","29809692","328918","443994","2016-05-09"
"62406180","24289340","328918","443994","2016-05-09"
"62406183","30551310","328918","443994","2016-05-09"
"62406186","24289343","328918","443994","2016-05-09"
"62406189","24289346","328918","443994","2016-05-09"
"62406192","24289349","328918","443994","2016-05-09"
"62406195","24289352","328918","443994","2016-05-09"
"62406198","24289355","328918","443994","2016-05-09"
"62406201","24289358","328918","443994","2016-05-09"
"62406204","29860632","328918","443994","2016-05-09"
"62406207","24289367","328918","443994","2016-05-09"
"62406210","30041424","328918","443994","2016-05-09"
"62406213","24289370","328918","443994","2016-05-09"
"62406216","24289373","328918","443994","2016-05-09"
"62406219","24289376","328918","443994","2016-05-09"
"62406222","24289379","328918","443994","2016-05-09"
"62406225","24289382","328918","443994","2016-05-09"
"62406228","24289385","328918","443994","2016-05-09"
"62406231","24289388","328918","443994","2016-05-09"
"62406234","30027819","328918","443994","2016-05-09"
"62406237","24289397","328918","443994","2016-05-09"
"62406240","24513113","328918","443994","2016-05-09"
"62406243","29788551","328918","443994","2016-05-09"
"62406246","24513122","328918","443994","2016-05-09"
"62406249","29767632","328918","443994","2016-05-09"
"62406252","24513125","328918","443994","2016-05-09"
"62406255","24513128","328918","443994","2016-05-09"
"62406258","29745381","328918","443994","2016-05-09"
"62406261","24513134","328918","443994","2016-05-09"
"62406264","29928903","328918","443994","2016-05-09"
"62406267","24513137","328918","443994","2016-05-09"
"62406270","24513140","328918","443994","2016-05-09"
"62406273","29401005","328918","443994","2016-05-09"
"62406276","24513143","328918","443994","2016-05-09"
"62406279","24513146","328918","443994","2016-05-09"
"62406282","24513149","328918","443994","2016-05-09"
"62406285","29696709","328918","443994","2016-05-09"
"62406288","24513152","328918","443994","2016-05-09"
"62406291","28453236","328918","443994","2016-05-09"
"62406294","24513155","328918","443994","2016-05-09"
"62406297","24513158","328918","443994","2016-05-09"
"62406300","29400993","328918","443994","2016-05-09"
"62406303","24513161","328918","443994","2016-05-09"
"62406306","24513167","328918","443994","2016-05-09"
"62406309","24513170","328918","443994","2016-05-09"
"62406312","30122235","328918","443994","2016-05-09"
"62406315","24513176","328918","443994","2016-05-09"
"62406318","24513179","328918","443994","2016-05-09"
"62406321","29919570","328918","443994","2016-05-09"
"62406324","24513182","328918","443994","2016-05-09"
"62406327","24513185","328918","443994","2016-05-09"
"62406330","24513188","328918","443994","2016-05-09"
"62406333","29872293","328918","443994","2016-05-09"
"62406336","24513191","328918","443994","2016-05-09"
"62406339","24513194","328918","443994","2016-05-09"
"62406342","25760039","328918","443994","2016-05-09"
"62406345","25870592","328918","443994","2016-05-09"
"62406348","27330190","328918","443994","2016-05-09"
"62406351","27330196","328918","443994","2016-05-09"
"62406354","27330199","328918","443994","2016-05-09"
"62406357","27330208","328918","443994","2016-05-09"
"62406360","27330211","328918","443994","2016-05-09"
"62406363","27330214","328918","443994","2016-05-09"
"62406366","27330226","328918","443994","2016-05-09"
"62406369","27330229","328918","443994","2016-05-09"
"62406372","30901218","328918","443994","2016-05-09"
"62406375","27897384","328918","443994","2016-05-09"
"62406378","27897393","328918","443994","2016-05-09"
"62406381","30043767","328918","443994","2016-05-09"
"62406384","27897402","328918","443994","2016-05-09"
"62608494","24289280","397304","","2016-05-15"
"62949684","19610760","443994","403501","2016-05-22"
"62949690","30803697","443994","403501","2016-05-22"
"62949693","19610778","443994","403501","2016-05-22"
"62949696","28434480","443994","403501","2016-05-22"
"62949699","19610787","443994","403501","2016-05-22"
"62949702","30803688","443994","403501","2016-05-22"
"62949705","19610796","443994","403501","2016-05-22"
"62949708","29457861","443994","403501","2016-05-22"
"62949711","19610802","443994","403501","2016-05-22"
"62949714","29779866","443994","403501","2016-05-22"
"62949717","19610805","443994","403501","2016-05-22"
"62949720","29793636","443994","403501","2016-05-22"
"62949723","19610808","443994","403501","2016-05-22"
"62949726","29860647","443994","403501","2016-05-22"
"62949729","19610898","443994","403501","2016-05-22"
"62949732","30322026","443994","403501","2016-05-22"
"62949735","25675931","443994","403501","2016-05-22"
"62949738","19610907","443994","403501","2016-05-22"
"62949741","28469601","443994","403501","2016-05-22"
"62949744","19610916","443994","403501","2016-05-22"
"62949747","30730626","443994","403501","2016-05-22"
"62949750","26062430","443994","403501","2016-05-22"
"62949753","19610922","443994","403501","2016-05-22"
"62949756","19692253","443994","403501","2016-05-22"
"62949762","28475673","443994","403501","2016-05-22"
"62949765","19727668","443994","403501","2016-05-22"
"62949768","29975880","443994","403501","2016-05-22"
"62949771","19727674","443994","403501","2016-05-22"
"62949774","25807601","443994","403501","2016-05-22"
"62949777","20456755","443994","403501","2016-05-22"
"62949783","25984700","443994","403501","2016-05-22"
"62949786","20469046","443994","403501","2016-05-22"
"62949789","20486326","443994","403501","2016-05-22"
"62949792","29911653","443994","403501","2016-05-22"
"62949795","20493472","443994","403501","2016-05-22"
"62949798","20493601","443994","403501","2016-05-22"
"62949801","29890512","443994","403501","2016-05-22"
"62949804","25823078","443994","403501","2016-05-22"
"62949807","20493625","443994","403501","2016-05-22"
"62949810","20493667","443994","403501","2016-05-22"
"62949813","30198291","443994","403501","2016-05-22"
"62949816","30200667","443994","403501","2016-05-22"
"62949819","20493706","443994","403501","2016-05-22"
"62949822","30321990","443994","403501","2016-05-22"
"62949825","20493847","443994","403501","2016-05-22"
"62949828","30803694","443994","403501","2016-05-22"
"62949831","20509930","443994","403501","2016-05-22"
"62949834","30138378","443994","403501","2016-05-22"
"62949837","20510275","443994","403501","2016-05-22"
"62949840","29860620","443994","403501","2016-05-22"
"62949843","20565319","443994","403501","2016-05-22"
"62949846","28341351","443994","403501","2016-05-22"
"62949849","20629108","443994","403501","2016-05-22"
"62949852","29344287","443994","403501","2016-05-22"
"62949855","21818383","443994","403501","2016-05-22"
"62949858","29367111","443994","403501","2016-05-22"
"62949861","21818413","443994","403501","2016-05-22"
"62949864","29359116","443994","403501","2016-05-22"
"62949867","21819703","443994","403501","2016-05-22"
"62949870","29128011","443994","403501","2016-05-22"
"62949873","21819736","443994","403501","2016-05-22"
"62949876","29359122","443994","403501","2016-05-22"
"62949879","21819760","443994","403501","2016-05-22"
"62949882","30770232","443994","403501","2016-05-22"
"62949885","21819781","443994","403501","2016-05-22"
"62949888","21819835","443994","403501","2016-05-22"
"62949891","30803673","443994","403501","2016-05-22"
"62949894","22020433","443994","403501","2016-05-22"
"62949897","28358352","443994","403501","2016-05-22"
"62949900","22020535","443994","403501","2016-05-22"
"62949903","30275829","443994","403501","2016-05-22"
"62949906","26028932","443994","403501","2016-05-22"
"62949909","22020559","443994","403501","2016-05-22"
"62949912","28474710","443994","403501","2016-05-22"
"62949915","25971623","443994","403501","2016-05-22"
"62949918","22020568","443994","403501","2016-05-22"
"62949921","29696520","443994","403501","2016-05-22"
"62949924","22047349","443994","403501","2016-05-22"
"62949927","22047367","443994","403501","2016-05-22"
"62949930","30803667","443994","403501","2016-05-22"
"62949936","22047382","443994","403501","2016-05-22"
"62949939","29989410","443994","403501","2016-05-22"
"62949942","25984688","443994","403501","2016-05-22"
"62949945","22166194","443994","403501","2016-05-22"
"62949948","30259416","443994","403501","2016-05-22"
"62949951","26028827","443994","403501","2016-05-22"
"62949954","22189504","443994","403501","2016-05-22"
"62949957","22189510","443994","403501","2016-05-22"
"62949960","30204096","443994","403501","2016-05-22"
"62949963","26076857","443994","403501","2016-05-22"
"62949966","22302638","443994","403501","2016-05-22"
"62949969","25759949","443994","403501","2016-05-22"
"62949972","22603208","443994","403501","2016-05-22"
"62949975","22603223","443994","403501","2016-05-22"
"62949978","29928915","443994","403501","2016-05-22"
"62949981","22741808","443994","403501","2016-05-22"
"62949984","29928933","443994","403501","2016-05-22"
"62949987","24253490","443994","403501","2016-05-22"
"62949990","24289301","443994","403501","2016-05-22"
"62949993","30730635","443994","403501","2016-05-22"
"62949996","24289304","443994","403501","2016-05-22"
"62949999","24289307","443994","403501","2016-05-22"
"62950002","24289310","443994","403501","2016-05-22"
"62950005","24289313","443994","403501","2016-05-22"
"62950008","26303413","443994","403501","2016-05-22"
"62950011","24289316","443994","403501","2016-05-22"
"62950014","24289319","443994","403501","2016-05-22"
"62950017","24289322","443994","403501","2016-05-22"
"62950020","24289325","443994","403501","2016-05-22"
"62950023","30551304","443994","403501","2016-05-22"
"62950026","24289328","443994","403501","2016-05-22"
"62950029","30027825","443994","403501","2016-05-22"
"62950032","24289331","443994","403501","2016-05-22"
"62950035","24289334","443994","403501","2016-05-22"
"62950038","29975862","443994","403501","2016-05-22"
"62950041","24289337","443994","403501","2016-05-22"
"62950044","29809692","443994","403501","2016-05-22"
"62950047","24289340","443994","403501","2016-05-22"
"62950050","30551310","443994","403501","2016-05-22"
"62950053","24289343","443994","403501","2016-05-22"
"62950056","24289346","443994","403501","2016-05-22"
"62950059","24289349","443994","403501","2016-05-22"
"62950062","24289352","443994","403501","2016-05-22"
"62950065","24289355","443994","403501","2016-05-22"
"62950068","24289358","443994","403501","2016-05-22"
"62950071","29860632","443994","403501","2016-05-22"
"62950074","24289367","443994","403501","2016-05-22"
"62950077","30041424","443994","403501","2016-05-22"
"62950080","24289370","443994","403501","2016-05-22"
"62950083","24289373","443994","403501","2016-05-22"
"62950086","24289376","443994","403501","2016-05-22"
"62950089","24289379","443994","403501","2016-05-22"
"62950092","24289382","443994","403501","2016-05-22"
"62950095","24289385","443994","403501","2016-05-22"
"62950098","24289388","443994","403501","2016-05-22"
"62950101","30027819","443994","403501","2016-05-22"
"62950104","24289397","443994","403501","2016-05-22"
"62950107","24513113","443994","403501","2016-05-22"
"62950110","29788551","443994","403501","2016-05-22"
"62950113","24513122","443994","403501","2016-05-22"
"62950116","29767632","443994","403501","2016-05-22"
"62950119","24513125","443994","403501","2016-05-22"
"62950122","24513128","443994","403501","2016-05-22"
"62950125","29745381","443994","403501","2016-05-22"
"62950128","24513134","443994","403501","2016-05-22"
"62950131","29928903","443994","403501","2016-05-22"
"62950134","24513137","443994","403501","2016-05-22"
"62950137","24513140","443994","403501","2016-05-22"
"62950140","29401005","443994","403501","2016-05-22"
"62950143","24513143","443994","403501","2016-05-22"
"62950146","24513146","443994","403501","2016-05-22"
"62950149","24513149","443994","403501","2016-05-22"
"62950152","29696709","443994","403501","2016-05-22"
"62950155","24513152","443994","403501","2016-05-22"
"62950158","28453236","443994","403501","2016-05-22"
"62950161","24513155","443994","403501","2016-05-22"
"62950164","24513158","443994","403501","2016-05-22"
"62950167","29400993","443994","403501","2016-05-22"
"62950170","24513161","443994","403501","2016-05-22"
"62950173","24513167","443994","403501","2016-05-22"
"62950176","24513170","443994","403501","2016-05-22"
"62950179","30122235","443994","403501","2016-05-22"
