"id","animal_id","category","measure_date","age_at_measure","weight","adjusted_weight","ratio","adg","adg_ratio","wda","wda_ratio","bcs","height","adjusted_height","frame_score","scrotal","adjusted_scrotal","reference_date","reference_weight","gain","contemporaries","contemporary_group","comments","created_at","updated_at","rank","wda_rank","adg_rank"
"46428168","29366967","Gain","2017-09-25","585","1525","","","2.06","","2.61","","","","","","","","2017-04-13","1185","340","","","","2017-09-26 06:35:03 -0500","2017-09-26 06:35:03 -0500","","",""
"46428174","28474710","Gain","2017-09-25","650","1640","","","1.58","","2.52","","","","","","","","2017-04-13","1380","260","","","","2017-09-26 06:35:29 -0500","2017-09-26 06:35:29 -0500","","",""
"46428180","29378331","Gain","2017-09-25","585","1300","","","1.67","","2.22","","","","","","","","2017-04-13","1025","275","","","","2017-09-26 06:36:03 -0500","2017-09-26 06:36:03 -0500","","",""
"46428189","29367111","Gain","2017-09-25","585","1485","","","2.64","","2.54","","","","","","","","2017-04-13","1050","435","","","","2017-09-26 06:36:48 -0500","2017-09-26 06:36:48 -0500","","",""
"46428195","29401008","Gain","2017-09-25","582","1470","","","2.82","","2.53","","","","","","","","2017-04-13","1005","465","","","","2017-09-26 06:37:23 -0500","2017-09-26 06:37:23 -0500","","",""
"46428198","28469601","Gain","2017-09-25","650","1530","","","1.58","","2.35","","","","","","","","2017-04-13","1270","260","","","","2017-09-26 06:37:50 -0500","2017-09-26 06:37:50 -0500","","",""
"46428207","28434480","Gain","2017-09-25","655","1750","","","1.48","","2.67","","","","","","","","2017-04-13","1505","245","","","","2017-09-26 06:38:13 -0500","2017-09-26 06:38:13 -0500","","",""
"46487691","34017444","Weaning","2017-09-25","223","596","614","","2.35","","2.67","","","","","","","","2017-02-14","72","524","","","","2017-10-02 07:02:13 -0500","2017-10-02 07:02:13 -0500","","",""
"46487694","33894531","Weaning","2017-09-25","229","586","551","","2.2","","2.56","","","","","","","","2017-02-08","82","504","","","","2017-10-02 07:03:08 -0500","2017-10-02 07:03:08 -0500","","",""
"46487697","33705156","Weaning","2017-09-25","242","488","441","","1.76","","2.02","","","","","","","","2017-01-26","62","426","","","","2017-10-02 07:03:37 -0500","2017-10-02 07:03:37 -0500","","",""
"46487787","36525819","Gain","2017-09-25","360","860","","","","","2.39","","","","","","","","","","","","","","2017-10-02 07:14:39 -0500","2017-10-02 07:14:39 -0500","","",""
"46487790","32349843","Gain","2017-09-25","360","774","","","","","2.15","","","","","","","","","","","","","","2017-10-02 07:15:06 -0500","2017-10-02 07:15:06 -0500","","",""
"202932810","62202498","Birth","2018-02-07","0","70","75","","","","","","","","","","","","","","","","","","2018-02-07 19:47:20 -0600","2018-02-07 19:47:20 -0600","","",""
"202949715","62218500","Birth","2018-02-06","0","70","70","","","","","","","","","","","","","","","","","","2018-02-08 18:30:45 -0600","2018-02-08 18:30:45 -0600","","",""
"202949778","62218686","Birth","2018-02-08","0","76","84","","","","","","","","","","","","","","","","","","2018-02-08 18:53:18 -0600","2018-02-08 18:53:18 -0600","","",""
"203011431","62231478","Birth","2018-02-10","0","76","76","","","","","","","","","","","","","","","","","","2018-02-10 09:03:25 -0600","2018-02-10 09:03:25 -0600","","",""
"203017143","62240238","Birth","2018-02-11","0","102","102","","","","","","","","","","","","","","","","","","2018-02-11 15:54:36 -0600","2018-02-11 15:54:36 -0600","","",""
"203018085","62241069","Birth","2018-02-11","0","92","92","","","","","","","","","","","","","","","","","","2018-02-11 17:05:03 -0600","2018-02-11 17:05:03 -0600","","",""
"203038044","62158695","Birth","2018-02-05","0","89","94","","","","","","","","","","","","","","","","","","2018-02-12 18:26:04 -0600","2018-02-12 18:26:04 -0600","","",""
"203187681","62285220","Birth","2018-02-15","0","58","63","","","","","","","","","","","","","","","","","","2018-02-15 11:38:39 -0600","2018-02-15 11:38:39 -0600","","",""
"203187690","62285241","Birth","2018-02-15","0","92","94","","","","","","","","","","","","","","","","","","2018-02-15 11:40:13 -0600","2018-02-15 11:41:09 -0600","","",""
"203395215","62361204","Birth","2018-02-18","0","78","","","","","","","","","","","","","","","","","","","2018-02-20 06:00:32 -0600","2018-02-20 06:00:32 -0600","","",""
"203395218","62361207","Birth","2018-02-18","0","84","87","","","","","","","","","","","","","","","","","","2018-02-20 06:04:39 -0600","2018-02-20 06:04:39 -0600","","",""
"203395221","62361213","Birth","2018-02-18","0","81","81","","","","","","","","","","","","","","","","","","2018-02-20 06:06:26 -0600","2018-02-20 06:06:26 -0600","","",""
"203395224","62361216","Birth","2018-02-18","0","85","85","","","","","","","","","","","","","","","","","","2018-02-20 06:08:16 -0600","2018-02-20 06:08:16 -0600","","",""
"203395233","62361225","Birth","2018-02-18","0","69","74","","","","","","","","","","","","","","","","","","2018-02-20 06:09:48 -0600","2018-02-20 06:09:48 -0600","","",""
"203395245","62361228","Birth","2018-02-18","0","79","","","","","","","","","","","","","","","","","","","2018-02-20 06:12:32 -0600","2018-02-20 06:12:32 -0600","","",""
"204551154","62806815","Birth","2018-03-19","0","92","97","","","","","","","","","","","","","","","","","","2018-03-19 12:33:07 -0500","2018-03-19 12:33:07 -0500","","",""
"206177756","63365447","Birth","2018-02-22","0","81","81","","","","","","","","","","","","","","","","","","2018-04-19 07:16:09 -0500","2018-04-19 07:16:09 -0500","","",""
"206177777","63365456","Birth","2018-02-22","0","82","82","","","","","","","","","","","","","","","","","","2018-04-19 07:19:02 -0500","2018-04-19 07:19:02 -0500","","",""
"206233004","63415760","Birth","2018-02-22","0","75","80","","","","","","","","","","","","","","","","","","2018-04-22 06:19:20 -0500","2018-04-22 06:19:20 -0500","","",""
"206233007","63415769","Birth","2018-02-22","0","87","92","","","","","","","","","","","","","","","","","","2018-04-22 06:21:24 -0500","2018-04-22 06:24:04 -0500","","",""
"206233010","63415772","Birth","2018-02-22","0","66","71","","","","","","","","","","","","","","","","","","2018-04-22 06:23:33 -0500","2018-04-22 06:23:33 -0500","","",""
"206233013","63415787","Birth","2018-02-22","0","86","88","","","","","","","","","","","","","","","","","","2018-04-22 06:26:13 -0500","2018-04-22 06:26:13 -0500","","",""
"206233016","63415805","Birth","2018-02-22","0","75","78","","","","","","","","","","","","","","","","","","2018-04-22 06:29:17 -0500","2018-04-22 06:29:17 -0500","","",""
"206233019","63415814","Birth","2018-02-22","0","68","73","","","","","","","","","","","","","","","","","","2018-04-22 06:31:33 -0500","2018-04-22 06:31:33 -0500","","",""
"206233022","63415817","Birth","2018-02-25","0","63","71","","","","","","","","","","","","","","","","","","2018-04-22 06:32:50 -0500","2018-04-22 06:32:50 -0500","","",""
"206233025","63415820","Birth","2018-02-28","0","63","68","","","","","","","","","","","","","","","","","","2018-04-22 06:34:47 -0500","2018-04-22 06:34:47 -0500","","",""
"206233031","63415826","Birth","2018-02-18","0","75","75","","","","","","","","","","","","","","","","","","2018-04-22 06:36:57 -0500","2018-04-22 06:36:57 -0500","","",""
"206233034","63415850","Birth","2018-03-01","0","78","78","","","","","","","","","","","","","","","","","","2018-04-22 06:41:32 -0500","2018-04-22 06:41:32 -0500","","",""
"206233037","63415859","Birth","2018-03-01","0","73","75","","","","","","","","","","","","","","","","","","2018-04-22 06:42:54 -0500","2018-04-22 06:42:54 -0500","","",""
"206233040","63415865","Birth","2018-03-10","0","74","79","","","","","","","","","","","","","","","","","","2018-04-22 06:45:12 -0500","2018-04-22 06:45:12 -0500","","",""
"206233043","63415898","Birth","2018-03-13","0","78","83","","","","","","","","","","","","","","","","","","2018-04-22 06:50:30 -0500","2018-04-22 06:50:30 -0500","","",""
"206233046","63415904","Birth","2018-03-13","0","70","78","","","","","","","","","","","","","","","","","","2018-04-22 06:51:59 -0500","2018-04-22 06:51:59 -0500","","",""
"206233049","63415910","Birth","2018-03-13","0","86","88","","","","","","","","","","","","","","","","","","2018-04-22 06:53:46 -0500","2018-04-22 06:53:46 -0500","","",""
"206233052","63415913","Birth","2018-03-14","0","88","88","","","","","","","","","","","","","","","","","","2018-04-22 06:55:48 -0500","2018-04-22 06:55:48 -0500","","",""
"206233055","63415916","Birth","2018-03-14","0","81","86","","","","","","","","","","","","","","","","","","2018-04-22 06:57:15 -0500","2018-04-22 06:57:15 -0500","","",""
"206233058","63415919","Birth","2018-03-14","0","67","75","","","","","","","","","","","","","","","","","","2018-04-22 06:58:55 -0500","2018-04-22 06:58:55 -0500","","",""
"206233061","63415922","Birth","2018-03-15","0","89","91","","","","","","","","","","","","","","","","","","2018-04-22 07:00:27 -0500","2018-04-22 07:00:27 -0500","","",""
"206233064","63415928","Birth","2018-03-18","0","84","84","","","","","","","","","","","","","","","","","","2018-04-22 07:02:08 -0500","2018-04-22 07:02:08 -0500","","",""
"206233070","63415934","Birth","2018-03-18","0","61","66","","","","","","","","","","","","","","","","","","2018-04-22 07:03:48 -0500","2018-04-22 07:03:48 -0500","","",""
"206233073","63415940","Birth","2018-03-30","0","87","87","","","","","","","","","","","","","","","","","","2018-04-22 07:05:47 -0500","2018-04-22 07:05:47 -0500","","",""
"206233076","63415946","Birth","2018-03-23","0","82","82","","","","","","","","","","","","","","","","","","2018-04-22 07:07:07 -0500","2018-04-22 07:07:07 -0500","","",""
"206233079","63415949","Birth","2018-03-26","0","80","85","","","","","","","","","","","","","","","","","","2018-04-22 07:08:23 -0500","2018-04-22 07:08:23 -0500","","",""
"206233082","63415952","Birth","2018-03-27","0","72","72","","","","","","","","","","","","","","","","","","2018-04-22 07:10:30 -0500","2018-04-22 07:10:30 -0500","","",""
