"id","animal_id","category","measure_date","age_at_measure","weight","adjusted_weight","ratio","adg","adg_ratio","wda","wda_ratio","bcs","height","adjusted_height","frame_score","scrotal","adjusted_scrotal","reference_date","reference_weight","gain","contemporaries","contemporary_group","comments","created_at","updated_at","rank","wda_rank","adg_rank"
"38952078","28475673","Gain","2016-11-20","341","804","","","1.5","","2.36","","","","","","","","2016-11-04","780","24","","","","2016-11-20 17:42:11 -0600","2016-11-20 17:42:11 -0600","","",""
"38952081","29366970","Gain","2016-11-20","276","524","","","2.75","","1.9","","","","","","","","2016-11-04","480","44","","","","2016-11-20 17:42:45 -0600","2016-11-20 17:42:45 -0600","","",""
"38952084","30770232","Gain","2016-11-20","211","445","","","2.56","","2.11","","","","","","","","2016-11-04","404","41","","","","2016-11-20 17:43:13 -0600","2016-11-20 17:43:13 -0600","","",""
"38952087","29128011","Gain","2016-11-20","291","514","","","1.94","","1.77","","","","","","","","2016-11-04","483","31","","","","2016-11-20 17:43:40 -0600","2016-11-20 17:43:40 -0600","","",""
"38952090","29366967","Gain","2016-11-20","276","730","","","1.75","","2.64","","","","","","","","2016-11-04","702","28","","","","2016-11-20 17:44:23 -0600","2016-11-20 17:44:23 -0600","","",""
"38952093","29696520","Gain","2016-11-20","271","678","","","2.0","","2.5","","","","","","","","2016-11-04","646","32","","","","2016-11-20 17:44:52 -0600","2016-11-20 17:44:52 -0600","","",""
"38952096","29928924","Gain","2016-11-20","259","558","","","2.63","","2.15","","","","","","","","2016-11-04","516","42","","","","2016-11-20 17:45:22 -0600","2016-11-20 17:45:22 -0600","","",""
"38952099","29401008","Gain","2016-11-20","273","666","","","2.63","","2.44","","","","","","","","2016-11-04","624","42","","","","2016-11-20 17:45:59 -0600","2016-11-20 17:45:59 -0600","","",""
"38952102","29928915","Gain","2016-11-20","259","594","","","4.0","","2.29","","","","","","","","2016-11-04","530","64","","","","2016-11-20 17:46:37 -0600","2016-11-20 17:46:37 -0600","","",""
"38952108","32682957","Gain","2016-11-20","229","600","","","0.63","","2.62","","","","","","","","2016-11-04","590","10","","","","2016-11-20 17:50:31 -0600","2016-11-20 17:50:31 -0600","","",""
"38952111","29344287","Gain","2016-11-20","279","582","","","1.88","","2.09","","","","","","","","2016-11-04","552","30","","","","2016-11-20 17:51:02 -0600","2016-11-20 17:51:02 -0600","","",""
"38952114","30156999","Gain","2016-11-20","245","636","","","2.5","","2.6","","","","","","","","2016-11-04","596","40","","","","2016-11-20 17:51:26 -0600","2016-11-20 17:51:26 -0600","","",""
"38952117","30803697","Gain","2016-11-20","234","690","","","3.0","","2.95","","","","","","","","2016-11-04","642","48","","","","2016-11-20 17:52:00 -0600","2016-11-20 17:52:00 -0600","","",""
"38952123","28341351","Gain","2016-11-20","353","806","","","2.63","","2.28","","","","","","","","2016-11-04","764","42","","","","2016-11-20 17:52:44 -0600","2016-11-20 17:52:44 -0600","","",""
"38952129","32682897","Gain","2016-11-20","224","524","","","1.0","","2.34","","","","","","","","2016-11-04","508","16","","","","2016-11-20 17:53:39 -0600","2016-11-20 17:53:39 -0600","","",""
"38952132","30043767","Gain","2016-11-20","251","604","","","1.25","","2.41","","","","","","","","2016-11-04","584","20","","","","2016-11-20 17:54:03 -0600","2016-11-20 17:54:03 -0600","","",""
"38952135","29367111","Gain","2016-11-20","276","684","","","2.38","","2.48","","","","","","","","2016-11-04","646","38","","","","2016-11-20 17:57:31 -0600","2016-11-20 17:57:31 -0600","","",""
"38952138","29914143","Gain","2016-11-20","261","700","","","2.25","","2.68","","","","","","","","2016-11-04","664","36","","","","2016-11-20 17:57:54 -0600","2016-11-20 17:57:54 -0600","","",""
"38952141","29933877","Gain","2016-11-20","259","618","","","2.75","","2.39","","","","","","","","2016-11-04","574","44","","","","2016-11-20 17:58:21 -0600","2016-11-20 17:58:21 -0600","","",""
"38952144","30901218","Gain","2016-11-20","198","598","","","2.63","","3.02","","","","","","","","2016-11-04","556","42","","","","2016-11-20 17:59:11 -0600","2016-11-20 17:59:11 -0600","","",""
"38952147","30027822","Gain","2016-11-20","253","628","","","1.38","","2.48","","","","","","","","2016-11-04","606","22","","","","2016-11-20 17:59:34 -0600","2016-11-20 17:59:34 -0600","","",""
"38952192","32859621","Birth","2016-03-06","0","98","100","","","","","","","","","","","","","","","","","","2016-11-20 18:24:19 -0600","2016-11-20 18:43:05 -0600","","",""
"38952198","32859621","Weaning","2016-11-04","243","514","467","","1.71","","2.12","","","","","","","","2016-03-06","98","416","","","","2016-11-20 18:30:01 -0600","2016-11-20 18:43:39 -0600","","",""
"38952201","32859621","Gain","2016-11-20","259","596","","","5.13","","2.3","","","","","","","","2016-11-04","514","82","","","","2016-11-20 18:30:32 -0600","2016-11-20 18:42:06 -0600","","",""
"39156018","28475673","Gain","2016-12-02","353","826","","","1.83","","2.34","","","","","","","","2016-11-20","804","22","","","","2016-12-02 13:38:38 -0600","2016-12-02 13:38:38 -0600","","",""
"39156021","29401008","Gain","2016-12-02","285","664","","","-0.17","","2.33","","","","","","","","2016-11-20","666","-2","","","","2016-12-02 13:39:10 -0600","2016-12-02 13:39:10 -0600","","",""
"39156024","29359116","Gain","2016-12-02","289","608","","","0.83","","2.1","","","","","","","","2016-11-20","598","10","","","","2016-12-02 13:39:44 -0600","2016-12-02 13:39:44 -0600","","",""
"39156030","32682957","Gain","2016-12-02","241","642","","","3.5","","2.66","","","","","","","","2016-11-20","600","42","","","","2016-12-02 13:40:18 -0600","2016-12-02 13:40:18 -0600","","",""
"39156033","28341351","Gain","2016-12-02","365","798","","","-0.67","","2.19","","","","","","","","2016-11-20","806","-8","","","","2016-12-02 13:40:48 -0600","2016-12-02 13:40:48 -0600","","",""
"39156039","29914143","Gain","2016-12-02","273","710","","","0.83","","2.6","","","","","","","","2016-11-20","700","10","","","","2016-12-02 13:41:16 -0600","2016-12-02 13:41:16 -0600","","",""
"39156042","32682984","Gain","2016-12-02","236","650","","","1.67","","2.75","","","","","","","","2016-11-20","630","20","","","","2016-12-02 13:41:43 -0600","2016-12-02 13:41:43 -0600","","",""
"39156048","29359122","Gain","2016-12-02","289","576","","","1.0","","1.99","","","","","","","","2016-11-20","564","12","","","","2016-12-02 13:42:08 -0600","2016-12-02 13:42:08 -0600","","",""
"39156054","29366967","Gain","2016-12-02","288","744","","","1.17","","2.58","","","","","","","","2016-11-20","730","14","","","","2016-12-02 13:44:55 -0600","2016-12-02 13:44:55 -0600","","",""
"39156057","30043767","Gain","2016-12-02","263","614","","","0.83","","2.33","","","","","","","","2016-11-20","604","10","","","","2016-12-02 13:45:24 -0600","2016-12-02 13:45:24 -0600","","",""
"39156063","32859621","Gain","2016-12-02","271","616","","","1.67","","2.27","","","","","","","","2016-11-20","596","20","","","","2016-12-02 13:45:55 -0600","2016-12-02 13:45:55 -0600","","",""
"39156069","29378331","Gain","2016-12-02","288","662","","","2.0","","2.3","","","","","","","","2016-11-20","638","24","","","","2016-12-02 13:47:14 -0600","2016-12-02 13:47:14 -0600","","",""
"39156072","29367111","Gain","2016-12-02","288","720","","","3.0","","2.5","","","","","","","","2016-11-20","684","36","","","","2016-12-02 13:49:18 -0600","2016-12-02 13:49:18 -0600","","",""
"39156075","30027822","Gain","2016-12-02","265","642","","","1.17","","2.42","","","","","","","","2016-11-20","628","14","","","","2016-12-02 13:50:48 -0600","2016-12-02 13:50:48 -0600","","",""
"39156078","30901218","Gain","2016-12-02","210","598","","","0.0","","2.85","","","","","","","","2016-11-20","598","0","","","","2016-12-02 13:51:14 -0600","2016-12-02 13:51:14 -0600","","",""
"39156084","30156999","Gain","2016-12-02","257","616","","","-1.67","","2.4","","","","","","","","2016-11-20","636","-20","","","","2016-12-02 13:51:34 -0600","2016-12-02 13:51:34 -0600","","",""
"39758811","28079205","Gain","2016-12-20","696","1450","","","0.53","","2.08","","","","","","","","2016-04-20","1320","130","","","","2016-12-20 18:03:38 -0600","2016-12-20 18:03:38 -0600","","",""
"39758814","28469601","Yearling","2016-12-20","371","928","941","","3.05","","2.5","","","","","","","","2016-07-30","492","436","","","","2016-12-20 18:04:21 -0600","2016-12-20 18:04:21 -0600","","",""
"39758817","28358352","Yearling","2016-12-20","380","1105","1078","","3.01","","2.91","","","","","","","","2016-07-30","675","430","","","","2016-12-20 18:05:03 -0600","2016-12-20 18:05:03 -0600","","",""
"39758832","28079229","Gain","2016-12-20","661","1390","","","0.57","","2.1","","","","","","","","2016-04-20","1250","140","","","","2016-12-20 18:06:21 -0600","2016-12-20 18:06:21 -0600","","",""
"39758835","28079199","Gain","2016-12-20","699","1500","","","0.47","","2.15","","","","","","","","2016-04-20","1385","115","","","","2016-12-20 18:07:01 -0600","2016-12-20 18:07:01 -0600","","",""
"39758841","28474710","Yearling","2016-12-20","371","1045","1044","","2.97","","2.82","","","","","","","","2016-07-30","620","425","","","","2016-12-20 18:07:23 -0600","2016-12-20 18:07:23 -0600","","",""
"39780309","28434480","Yearling","2016-12-20","376","1220","1212","","3.65","","3.24","","","","","","","","2016-07-30","698","522","","","","2016-12-23 07:52:19 -0600","2016-12-23 07:52:19 -0600","","",""
"40487553","33705156","Birth","2017-01-26","0","62","64","","","","","","","","","","","","","","","","","","2017-01-27 15:39:39 -0600","2017-01-27 15:39:39 -0600","","",""
"40508400","33721653","Birth","2017-01-30","0","71","76","","","","","","","","","","","","","","","","","","2017-01-30 17:02:13 -0600","2017-01-30 17:02:13 -0600","","",""
"40508526","33721659","Birth","2017-01-30","0","58","66","","","","","","","","","","","","","","","","","","2017-01-30 17:17:55 -0600","2017-01-30 17:17:55 -0600","","",""
"40521735","33737382","Birth","2017-01-30","0","91","91","","","","","","","","","","","","","","","","","","2017-02-01 08:16:04 -0600","2017-02-01 08:16:04 -0600","","",""
"40620360","33826305","Birth","2017-02-04","0","85","93","","","","","","","","","","","","","","","","","","2017-02-05 21:45:19 -0600","2017-02-05 21:45:19 -0600","","",""
"40620372","33826365","Birth","2017-02-05","0","78","78","","","","","","","","","","","","","","","","","","2017-02-05 21:47:01 -0600","2017-02-05 21:47:01 -0600","","",""
"40646949","33852831","Birth","2017-02-06","0","65","73","","","","","","","","","","","","","","","","","","2017-02-06 15:57:04 -0600","2017-02-06 15:57:04 -0600","","",""
"40646994","33853083","Birth","2017-01-30","0","85","90","","","","","","","","","","","","","","","","","","2017-02-06 16:07:48 -0600","2017-02-06 16:07:48 -0600","","",""
"40647069","33853209","Birth","2017-02-06","0","65","73","","","","","","","","","","","","","","","","","","2017-02-06 16:17:40 -0600","2017-02-06 16:17:40 -0600","","",""
"40647150","33853374","Birth","2017-02-06","0","90","","","","","","","","","","","","","","","","","","","2017-02-06 16:33:31 -0600","2017-02-06 16:33:31 -0600","","",""
"40647258","33853479","Birth","2017-02-06","0","95","103","","","","","","","","","","","","","","","","","","2017-02-06 16:44:38 -0600","2017-02-06 16:44:38 -0600","","",""
"40647345","33853713","Birth","2017-02-06","0","75","80","","","","","","","","","","","","","","","","","","2017-02-06 16:53:46 -0600","2017-02-06 16:53:46 -0600","","",""
"40708977","33915591","Birth","2017-02-08","0","80","80","","","","","","","","","","","","","","","","","","2017-02-08 17:17:41 -0600","2017-02-08 17:17:41 -0600","","",""
"40709001","33915615","Birth","2017-02-08","0","70","75","","","","","","","","","","","","","","","","","","2017-02-08 17:21:32 -0600","2017-02-08 17:21:32 -0600","","",""
"40709019","33894531","Birth","2017-02-08","0","82","84","","","","","","","","","","","","","","","","","","2017-02-08 17:23:36 -0600","2017-02-08 17:23:36 -0600","","",""
"40710114","33916884","Birth","2017-02-08","0","75","75","","","","","","","","","","","","","","","","","","2017-02-08 20:03:36 -0600","2017-02-08 20:03:36 -0600","","",""
"40730241","33934230","Birth","2017-02-08","0","70","75","","","","","","","","","","","","","","","","","","2017-02-09 09:49:05 -0600","2017-02-09 09:49:05 -0600","","",""
"40749597","33953046","Birth","2017-02-08","0","93","93","","","","","","","","","","","","","","","","","","2017-02-09 16:17:49 -0600","2017-02-09 16:17:49 -0600","","",""
"40749603","33953055","Birth","2017-02-09","0","66","","","","","","","","","","","","","","","","","","","2017-02-09 16:19:19 -0600","2017-02-09 16:19:19 -0600","","",""
"40765440","33962808","Birth","2017-02-10","0","78","78","","","","","","","","","","","","","","","","","","2017-02-10 10:04:12 -0600","2017-02-10 10:04:12 -0600","","",""
"40765455","33962832","Birth","2017-02-10","0","81","81","","","","","","","","","","","","","","","","","","2017-02-10 10:07:35 -0600","2017-02-10 10:07:35 -0600","","",""
"40765470","33655617","Birth","2017-01-23","0","75","83","","","","","","","","","","","","","","","","","","2017-02-10 10:17:20 -0600","2017-02-10 10:17:20 -0600","","",""
"40773912","33969663","Birth","2017-02-10","0","84","86","","","","","","","","","","","","","","","","","","2017-02-11 08:27:05 -0600","2017-02-11 08:27:05 -0600","","",""
"40773915","33969669","Birth","2017-02-11","0","75","77","","","","","","","","","","","","","","","","","","2017-02-11 08:28:17 -0600","2017-02-11 08:28:17 -0600","","",""
"40773918","33969693","Birth","2017-02-11","0","81","86","","","","","","","","","","","","","","","","","","2017-02-11 08:36:30 -0600","2017-02-11 08:36:30 -0600","","",""
"40773921","33969699","Birth","2017-02-11","0","71","79","","","","","","","","","","","","","","","","","","2017-02-11 08:38:13 -0600","2017-02-11 08:38:13 -0600","","",""
"40776561","33972720","Birth","2017-02-04","0","62","67","","","","","","","","","","","","","","","","","","2017-02-11 16:23:45 -0600","2017-02-11 16:23:45 -0600","","",""
"40777974","33975204","Birth","2017-02-11","0","91","91","","","","","","","","","","","","","","","","","","2017-02-11 23:10:00 -0600","2017-02-11 23:10:00 -0600","","",""
"40777983","33975207","Birth","2017-02-11","0","64","69","","","","","","","","","","","","","","","","","","2017-02-11 23:11:02 -0600","2017-02-11 23:11:02 -0600","","",""
"40777989","33975210","Birth","2017-02-11","0","71","","","","","","","","","","","","","","","","","","","2017-02-11 23:13:16 -0600","2017-02-11 23:13:16 -0600","","",""
"40777992","33975222","Birth","2017-02-03","0","53","53","","","","","","","","","","","","","","","","","","2017-02-11 23:15:17 -0600","2017-02-11 23:15:17 -0600","","",""
"40778004","33975234","Birth","2017-02-07","0","80","","","","","","","","","","","","","","","","","","","2017-02-11 23:17:25 -0600","2017-02-11 23:17:25 -0600","","",""
"40783131","33981759","Birth","2017-02-12","0","76","84","","","","","","","","","","","","","","","","","","2017-02-12 19:03:59 -0600","2017-02-12 19:03:59 -0600","","",""
"40783137","33981768","Birth","2017-02-12","0","65","73","","","","","","","","","","","","","","","","","","2017-02-12 19:05:03 -0600","2017-02-12 19:05:03 -0600","","",""
"40783149","33981783","Birth","2017-02-12","0","57","65","","","","","","","","","","","","","","","","","","2017-02-12 19:06:21 -0600","2017-02-12 19:06:21 -0600","","",""
"40783161","33981801","Birth","2017-02-12","0","60","68","","","","","","","","","","","","","","","","","","2017-02-12 19:08:20 -0600","2017-02-12 19:08:20 -0600","","",""
"40783269","33982245","Birth","2017-02-09","0","70","70","","","","","","","","","","","","","","","","","","2017-02-12 19:20:45 -0600","2017-02-12 19:20:45 -0600","","",""
"40793196","33993837","Birth","2017-02-13","0","59","67","","","","","","","","","","","","","","","","","","2017-02-13 10:06:05 -0600","2017-02-13 10:06:05 -0600","","",""
"40814310","34017444","Birth","2017-02-14","0","72","80","","","","","","","","","","","","","","","","","","2017-02-14 22:26:05 -0600","2017-02-14 22:26:05 -0600","","",""
"40861712","34018748","Birth","2017-02-15","0","58","63","","","","","","","","","","","","","","","","","","2017-02-15 18:37:22 -0600","2017-02-15 18:37:22 -0600","","",""
"40861727","34028264","Birth","2017-02-15","0","96","96","","","","","","","","","","","","","","","","","","2017-02-15 18:38:54 -0600","2017-02-15 18:38:54 -0600","","",""
"40861784","34028309","Birth","2017-02-15","0","80","80","","","","","","","","","","","","","","","","","","2017-02-15 18:41:45 -0600","2017-02-15 18:41:45 -0600","","",""
"40961984","34039091","Birth","2017-02-16","0","65","70","","","","","","","","","","","","","","","","","","2017-02-16 19:50:46 -0600","2017-02-16 19:50:46 -0600","","",""
"40961990","34039139","Birth","2017-02-16","0","87","89","","","","","","","","","","","","","","","","","","2017-02-16 19:52:28 -0600","2017-02-16 19:52:28 -0600","","",""
"40980215","34048484","Birth","2017-02-17","0","85","93","","","","","","","","","","","","","","","","","","2017-02-17 11:52:40 -0600","2017-02-17 11:52:40 -0600","","",""
"41230988","34121774","Birth","2017-02-18","0","83","88","","","","","","","","","","","","","","","","","","2017-02-22 06:18:32 -0600","2017-02-22 06:18:32 -0600","","",""
"41230991","34039061","Birth","2017-02-16","0","74","82","","","","","","","","","","","","","","","","","","2017-02-22 06:20:21 -0600","2017-02-22 06:20:21 -0600","","",""
"41230994","34121777","Birth","2017-02-18","0","78","86","","","","","","","","","","","","","","","","","","2017-02-22 06:22:58 -0600","2017-02-22 06:22:58 -0600","","",""
"41230997","34121780","Birth","2017-02-19","0","71","73","","","","","","","","","","","","","","","","","","2017-02-22 06:24:18 -0600","2017-02-22 06:24:18 -0600","","",""
"41231000","34121783","Birth","2017-02-19","0","58","58","","","","","","","","","","","","","","","","","","2017-02-22 06:25:15 -0600","2017-02-22 06:25:15 -0600","","",""
"41231003","34039043","Birth","2017-02-16","0","45","53","","","","","","","","","","","","","","","","","","2017-02-22 06:27:53 -0600","2017-02-22 06:27:53 -0600","","",""
"41252372","34136495","Birth","2017-02-19","0","71","79","","","","","","","","","","","","","","","","","","2017-02-22 14:51:11 -0600","2017-02-22 14:51:11 -0600","","",""
"41274887","34152590","Birth","2017-02-18","0","54","59","","","","","","","","","","","","","","","","","","2017-02-23 06:34:25 -0600","2017-02-23 06:34:25 -0600","","",""
"41313794","34185194","Birth","2017-02-22","0","53","61","","","","","","","","","","","","","","","","","","2017-02-24 07:08:19 -0600","2017-02-24 07:08:19 -0600","","",""
"41313800","34185221","Birth","2017-02-22","0","88","88","","","","","","","","","","","","","","","","","","2017-02-24 07:09:47 -0600","2017-02-24 07:09:47 -0600","","",""
"41313806","34185230","Birth","2017-02-22","0","89","","","","","","","","","","","","","","","","","","","2017-02-24 07:11:00 -0600","2017-02-24 07:11:00 -0600","","",""
"41313809","34185239","Birth","2017-02-23","0","55","63","","","","","","","","","","","","","","","","","","2017-02-24 07:12:05 -0600","2017-02-24 07:12:05 -0600","","",""
"41313812","34185260","Birth","2017-02-23","0","79","82","","","","","","","","","","","","","","","","","","2017-02-24 07:13:19 -0600","2017-02-24 07:13:19 -0600","","",""
"41315786","34187423","Birth","2017-02-22","0","56","56","","","","","","","","","","","","","","","","","","2017-02-24 10:58:40 -0600","2017-02-24 10:58:40 -0600","","",""
"41315798","34187441","Birth","2017-02-19","0","85","85","","","","","","","","","","","","","","","","","","2017-02-24 11:00:29 -0600","2017-02-24 11:00:29 -0600","","",""
"41556116","34314986","Birth","2017-03-01","0","54","62","","","","","","","","","","","","","","","","","","2017-03-01 18:35:01 -0600","2017-03-01 18:35:01 -0600","","",""
"41556125","34315016","Birth","2017-03-01","0","64","72","","","","","","","","","","","","","","","","","","2017-03-01 18:37:41 -0600","2017-03-01 18:37:41 -0600","","",""
"41556134","34315034","Birth","2017-03-01","0","114","114","","","","","","","","","","","","","","","","","","2017-03-01 18:38:53 -0600","2017-03-01 18:38:53 -0600","","",""
"41663405","34441751","Birth","2017-03-10","0","63","65","","","","","","","","","","","","","","","","","","2017-03-11 18:36:08 -0600","2017-03-11 18:36:08 -0600","","",""
"41663714","34442213","Birth","2017-03-04","0","51","59","","","","","","","","","","","","","","","","","","2017-03-11 19:04:03 -0600","2017-03-11 19:04:03 -0600","","",""
"41663753","34442261","Birth","2017-03-04","0","49","57","","","","","","","","","","","","","","","","","","2017-03-11 19:09:19 -0600","2017-03-11 19:09:19 -0600","","",""
"41664101","34442507","Birth","2017-03-04","0","59","67","","","","","","","","","","","","","","","","","","2017-03-11 19:39:39 -0600","2017-03-11 19:39:39 -0600","","",""
"41664107","34442522","Birth","2017-03-04","0","62","70","","","","","","","","","","","","","","","","","","2017-03-11 19:42:44 -0600","2017-03-11 19:42:44 -0600","","",""
"41664116","34442531","Birth","2017-03-05","0","71","76","","","","","","","","","","","","","","","","","","2017-03-11 19:45:16 -0600","2017-03-11 19:45:16 -0600","","",""
"41664125","34442540","Birth","2017-03-05","0","76","81","","","","","","","","","","","","","","","","","","2017-03-11 19:47:17 -0600","2017-03-11 19:47:17 -0600","","",""
"41664137","34442552","Birth","2017-03-06","0","52","52","","","","","","","","","","","","","","","","","","2017-03-11 19:49:23 -0600","2017-03-11 19:49:23 -0600","","",""
"41664164","34442555","Birth","2017-03-07","0","77","85","","","","","","","","","","","","","","","","","","2017-03-11 19:52:35 -0600","2017-03-11 19:52:35 -0600","","",""
"41664188","34442567","Birth","2017-03-11","0","57","65","","","","","","","","","","","","","","","","","","2017-03-11 19:58:31 -0600","2017-03-11 19:58:31 -0600","","",""
"41664197","34442576","Birth","2017-03-11","0","63","68","","","","","","","","","","","","","","","","","","2017-03-11 20:00:37 -0600","2017-03-11 20:00:37 -0600","","",""
"41664269","34442642","Birth","2017-03-11","0","86","91","","","","","","","","","","","","","","","","","","2017-03-11 20:19:25 -0600","2017-03-11 20:19:25 -0600","","",""
"41717021","34465559","Birth","2017-03-13","0","76","76","","","","","","","","","","","","","","","","","","2017-03-13 18:04:23 -0500","2017-03-13 18:04:23 -0500","","",""
"41745545","34496306","Birth","2017-03-15","0","85","93","","","","","","","","","","","","","","","","","","2017-03-15 18:17:11 -0500","2017-03-15 18:17:11 -0500","","",""
"41745557","34496315","Birth","2017-03-15","0","70","78","","","","","","","","","","","","","","","","","","2017-03-15 18:17:49 -0500","2017-03-15 18:17:49 -0500","","",""
"41997983","34545743","Birth","2017-03-16","0","54","62","","","","","","","","","","","","","","","","","","2017-03-19 18:35:39 -0500","2017-03-19 18:35:39 -0500","","",""
"41998007","34545785","Birth","2017-03-16","0","51","56","","","","","","","","","","","","","","","","","","2017-03-19 18:38:09 -0500","2017-03-19 18:38:09 -0500","","",""
"41998049","34545833","Birth","2017-03-13","0","77","82","","","","","","","","","","","","","","","","","","2017-03-19 18:42:37 -0500","2017-03-19 18:42:37 -0500","","",""
"41998070","34545869","Birth","2017-03-19","0","84","84","","","","","","","","","","","","","","","","","","2017-03-19 18:44:38 -0500","2017-03-19 18:44:38 -0500","","",""
"41998097","34545908","Birth","2017-03-17","0","62","67","","","","","","","","","","","","","","","","","","2017-03-19 18:46:33 -0500","2017-03-19 18:46:33 -0500","","",""
"41998112","34545932","Birth","2017-03-18","0","68","71","","","","","","","","","","","","","","","","","","2017-03-19 18:48:25 -0500","2017-03-19 18:48:25 -0500","","",""
"41998121","34545956","Birth","2017-03-19","0","90","92","","","","","","","","","","","","","","","","","","2017-03-19 18:49:44 -0500","2017-03-19 18:49:44 -0500","","",""
"42498696","34889670","Birth","2017-03-27","0","53","61","","","","","","","","","","","","","","","","","","2017-04-09 11:06:49 -0500","2017-04-09 11:06:49 -0500","","",""
"42498699","34889676","Birth","2017-03-28","0","65","73","","","","","","","","","","","","","","","","","","2017-04-09 11:09:14 -0500","2017-04-09 11:09:14 -0500","","",""
"42498702","34889688","Birth","2017-03-28","0","76","76","","","","","","","","","","","","","","","","","","2017-04-09 11:11:35 -0500","2017-04-09 11:11:35 -0500","","",""
"42498711","34889700","Birth","2017-03-29","0","70","","","","","","","","","","","","","","","","","","","2017-04-09 11:13:41 -0500","2017-04-09 11:13:41 -0500","","",""
"42498729","34889736","Birth","2017-04-06","0","67","75","","","","","","","","","","","","","","","","","","2017-04-09 11:19:01 -0500","2017-04-09 11:19:01 -0500","","",""
"42498735","34889742","Birth","2017-03-30","0","80","80","","","","","","","","","","","","","","","","","","2017-04-09 11:20:36 -0500","2017-04-09 11:20:36 -0500","","",""
"42498741","34889751","Birth","2017-04-01","0","65","73","","","","","","","","","","","","","","","","","","2017-04-09 11:22:18 -0500","2017-04-09 11:22:18 -0500","","",""
"42498759","34889775","Birth","2017-04-08","0","47","55","","","","","","","","","","","","","","","","","","2017-04-09 11:26:15 -0500","2017-04-09 11:26:15 -0500","","",""
"42574524","28434480","Gain","2017-04-13","490","1505","","","2.5","","3.07","","","","","","","","2016-12-20","1220","285","","","","2017-04-14 08:27:37 -0500","2017-04-14 08:27:37 -0500","","",""
"42574527","28469601","Gain","2017-04-13","485","1270","","","3.0","","2.62","","","","","","","","2016-12-20","928","342","","","","2017-04-14 08:28:22 -0500","2017-04-14 08:28:22 -0500","","",""
"42574536","28474710","Gain","2017-04-13","485","1380","","","2.94","","2.85","","","","","","","","2016-12-20","1045","335","","","","2017-04-14 08:30:23 -0500","2017-04-14 08:30:23 -0500","","",""
"42574542","29378331","Gain","2017-04-13","420","1025","","","2.75","","2.44","","","","","","","","2016-12-02","662","363","","","","2017-04-14 08:33:03 -0500","2017-04-14 08:33:03 -0500","","",""
"42574545","29401008","Gain","2017-04-13","417","1005","","","2.58","","2.41","","","","","","","","2016-12-02","664","341","","","","2017-04-14 08:35:36 -0500","2017-04-14 08:35:36 -0500","","",""
"42574548","28358352","Gain","2017-04-13","494","1410","","","2.68","","2.85","","","","","","","","2016-12-20","1105","305","","","","2017-04-14 08:36:22 -0500","2017-04-14 08:36:22 -0500","","",""
"42574554","29367111","Gain","2017-04-13","420","1050","","","2.5","","2.5","","","","","","","","2016-12-02","720","330","","","","2017-04-14 08:39:06 -0500","2017-04-14 08:39:06 -0500","","",""
"42574557","29366967","Gain","2017-04-13","420","1185","","","3.34","","2.82","","","","","","","","2016-12-02","744","441","","","","2017-04-14 08:44:19 -0500","2017-04-14 08:44:19 -0500","","",""
"42590592","34999098","Birth","2017-04-07","0","68","76","","","","","","","","","","","","","","","","","","2017-04-17 10:09:52 -0500","2017-04-17 10:09:52 -0500","","",""
"42590610","34999137","Birth","2017-04-07","0","63","71","","","","","","","","","","","","","","","","","","2017-04-17 10:12:15 -0500","2017-04-17 10:12:15 -0500","","",""
"42590622","34999164","Birth","2017-04-07","0","71","79","","","","","","","","","","","","","","","","","","2017-04-17 10:13:50 -0500","2017-04-17 10:13:50 -0500","","",""
"42931698","35035059","Birth","2017-04-05","0","70","75","","","","","","","","","","","","","","","","","","2017-04-18 20:33:09 -0500","2017-04-18 20:33:09 -0500","","",""
"43386051","35252868","Birth","2017-04-21","0","55","63","","","","","","","","","","","","","","","","","","2017-05-05 16:11:49 -0500","2017-05-05 16:11:49 -0500","","",""
"46415100","33737382","Weaning","2017-09-25","238","678","597","115","2.47","116","2.85","115","","","","","","","2017-01-30","91","587","6","","","2017-09-25 09:24:40 -0500","2017-09-25 09:24:41 -0500","","",""
"46415103","33975222","Weaning","2017-09-25","234","459","409","79","1.74","82","1.96","79","","","","","","","2017-02-03","53","406","6","","","2017-09-25 09:24:40 -0500","2017-09-25 09:24:41 -0500","","",""
"46415106","33969669","Weaning","2017-09-25","226","488","470","90","1.83","86","2.16","88","","","","","","","2017-02-11","75","413","6","","","2017-09-25 09:24:41 -0500","2017-09-25 09:24:41 -0500","","",""
"46415109","33975204","Weaning","2017-09-25","226","594","547","105","2.23","105","2.63","107","","","","","","","2017-02-11","91","503","6","","","2017-09-25 09:24:41 -0500","2017-09-25 09:24:41 -0500","","",""
"46415112","34028309","Weaning","2017-09-25","222","622","580","111","2.44","114","2.8","113","","","","","","","2017-02-15","80","542","6","","","2017-09-25 09:24:41 -0500","2017-09-25 09:24:41 -0500","","",""
"46415115","34121780","Weaning","2017-09-25","218","526","519","100","2.09","98","2.41","98","","","","","","","2017-02-19","71","455","6","","","2017-09-25 09:24:41 -0500","2017-09-25 09:24:41 -0500","","",""
"46428159","28358352","Gain","2017-09-25","659","1610","","","1.21","","2.44","","","","","","","","2017-04-13","1410","200","","","","2017-09-26 06:34:08 -0500","2017-09-26 06:34:24 -0500","","",""
