"id","animal_id","treatment_date","booster_date","withdrawal_date","category","medication","diagnosis","temperature","administered_by","dosage","route","location","lot_number","serial_number","manufacturer","comments","created_at","updated_at"
"29040774","20493625","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040777","20493667","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040783","20493706","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040789","20493847","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040792","20629108","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040795","21818383","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040798","21818413","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040801","21819703","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040804","21819736","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040807","21819760","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040810","21819781","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040813","21819835","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040816","21819877","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040819","21819886","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040822","21819892","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040825","21888790","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040828","22020433","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040831","22020445","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040834","22020535","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040837","22020559","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040843","22020568","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040846","22047349","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040849","22047367","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040852","22047382","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040855","22166194","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:47 -0500","2014-10-02 06:32:47 -0500"
"29040858","22189504","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040861","22189510","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040867","22274663","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040870","22302635","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040873","22302638","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040876","22603205","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040879","22603208","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040882","22603214","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040888","22603223","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040891","22603226","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040894","22741778","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040897","22741802","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040900","22741808","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040903","22741982","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040906","22741985","2014-09-30","","2014-11-28","","Virashield 6 +VL5","","","","","","","","","","","2014-10-02 06:32:48 -0500","2014-10-02 06:32:48 -0500"
"29040909","19607058","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040915","20486326","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040918","20509930","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040921","20510275","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040924","20512942","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040927","20550916","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040930","20565319","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040933","20702293","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040936","20881403","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040939","21818440","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040942","21818455","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040945","22166200","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040948","22227118","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040951","22274666","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040954","22319252","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040957","22546301","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040960","22603187","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040963","23008647","2014-09-30","","2014-11-28","","Viroshield 6","","","","","","","","","","","2014-10-02 06:34:30 -0500","2014-10-02 06:34:30 -0500"
"29040966","19607058","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29040972","20486326","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29040975","20509930","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29040978","20510275","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29040981","20512942","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29040984","20550916","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29040987","20565319","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29040990","20702293","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29040993","20881403","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29040996","21818440","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29040999","21818455","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:28 -0500","2014-10-02 06:36:28 -0500"
"29041002","22166200","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:29 -0500","2014-10-02 06:36:29 -0500"
"29041005","22227118","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:29 -0500","2014-10-02 06:36:29 -0500"
"29041008","22274666","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:29 -0500","2014-10-02 06:36:29 -0500"
"29041011","22319252","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:29 -0500","2014-10-02 06:36:29 -0500"
"29041014","22546301","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:29 -0500","2014-10-02 06:36:29 -0500"
"29041017","22603187","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:29 -0500","2014-10-02 06:36:29 -0500"
"29041020","23008647","2014-09-30","","2014-10-21","","Triangle 10","","","","","","","","","","","2014-10-02 06:36:29 -0500","2014-10-02 06:36:29 -0500"
"29041023","19607058","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041026","19610760","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041032","19610778","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041035","19610787","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041038","19610796","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041041","19610802","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041044","19610805","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041047","19610808","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041050","19610898","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041053","19610907","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041056","19610913","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041059","19610916","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041062","19610922","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041065","19692250","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041068","19692253","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041074","19727668","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041077","19727674","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041080","20456755","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041086","20469046","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041089","20486326","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041092","20493472","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041095","20493550","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041098","20493553","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041101","20493601","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041104","20493625","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041107","20493667","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041110","20493706","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041113","20493847","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041116","20509930","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041119","20510275","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041122","20512942","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041125","20550916","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041128","20565319","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041131","20629108","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041134","20702293","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041137","20881403","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041140","21818383","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041143","21818413","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041146","21818440","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041149","21818455","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041152","21819703","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041155","21819736","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041158","21819760","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041161","21819781","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041164","21819835","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041167","21819877","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041170","21819886","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041173","21819892","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041176","21888790","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041179","21905323","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:57 -0500","2014-10-02 06:39:57 -0500"
"29041182","22020433","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041185","22020445","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041188","22020535","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041191","22020559","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041197","22020568","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041200","22047349","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041203","22047367","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041206","22047382","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041209","22166194","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041212","22166200","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041215","22189504","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041218","22189510","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041224","22227118","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041227","22274663","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041230","22274666","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041233","22302635","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041236","22302638","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041239","22319252","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041242","22546301","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041245","22603187","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041248","22603205","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041251","22603208","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041254","22603214","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041260","22603223","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041263","22603226","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041266","22741778","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041269","22741802","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041272","22741808","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041275","22741982","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041278","22741985","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"29041281","23008647","2014-09-30","","","","Fly-Ban","","","","","","","","","","","2014-10-02 06:39:58 -0500","2014-10-02 06:39:58 -0500"
"30566903","23204553","2014-11-30","","","","Resflor","","","","8cc","","","","","","","2014-11-30 18:06:29 -0600","2014-11-30 18:06:29 -0600"
"30566966","23008647","2014-11-30","","","","Covexin 8","","","","5cc","","","","","","","2014-11-30 18:47:40 -0600","2014-11-30 18:47:40 -0600"
"30566969","23054805","2014-11-30","","","","Covexin 8","","","","5cc","","","","","","","2014-11-30 18:47:40 -0600","2014-11-30 18:47:40 -0600"
"30566972","23204550","2014-11-30","2015-01-11","","","Covexin 8","","","","5cc","","","","","","","2014-11-30 18:47:40 -0600","2014-12-02 11:35:49 -0600"
"30566975","23204553","2014-11-30","","","","Covexin 8","","","","5cc","","","","","","","2014-11-30 18:47:41 -0600","2014-11-30 18:47:41 -0600"
"30566978","23394207","2014-11-30","","","","Covexin 8","","","","5cc","","","","","","","2014-11-30 18:47:41 -0600","2014-11-30 18:47:41 -0600"
"30566981","23008647","2014-11-30","","","","Viroshield 6","","","","5cc","","","","","","","2014-11-30 18:48:13 -0600","2014-11-30 18:48:13 -0600"
"30566984","23054805","2014-11-30","","","","Viroshield 6","","","","5cc","","","","","","","2014-11-30 18:48:13 -0600","2014-11-30 18:48:13 -0600"
"30566987","23204550","2014-11-30","","","","Viroshield 6","","","","5cc","","","","","","","2014-11-30 18:48:13 -0600","2014-11-30 18:48:13 -0600"
"30566990","23204553","2014-11-30","","","","Viroshield 6","","","","5cc","","","","","","","2014-11-30 18:48:13 -0600","2014-11-30 18:48:13 -0600"
"30566993","23394207","2014-11-30","","","","Viroshield 6","","","","5cc","","","","","","","2014-11-30 18:48:13 -0600","2014-11-30 18:48:13 -0600"
"31117424","21818383","2015-01-05","","2015-02-02","","LA-200","","","","60cc","SQ","LLN","","","","For uterus infection from aborted calf.  Also flushed uterus.","2015-01-06 07:58:31 -0600","2015-01-06 08:01:19 -0600"
"31755098","23204550","2015-02-06","","","","Viroshield 6","","","","5cc","","","","","","","2015-02-12 11:09:14 -0600","2015-02-12 11:09:14 -0600"
"31755101","23204553","2015-02-06","","","","Viroshield 6","","","","5cc","","","","","","","2015-02-12 11:09:14 -0600","2015-02-12 11:09:14 -0600"
"31755104","23394207","2015-02-06","","","","Viroshield 6","","","","5cc","","","","","","","2015-02-12 11:09:14 -0600","2015-02-12 11:09:14 -0600"
"31755107","23911661","2015-02-06","","","","Viroshield 6","","","","5cc","","","","","","","2015-02-12 11:09:15 -0600","2015-02-12 11:09:15 -0600"
"31755119","23204550","2015-02-06","","","","Ivomec Plus","","","","1.5cc","","","","","","","2015-02-12 11:09:43 -0600","2015-02-12 11:09:43 -0600"
"31755122","23204553","2015-02-06","","","","Ivomec Plus","","","","1.5cc","","","","","","","2015-02-12 11:09:43 -0600","2015-02-12 11:09:43 -0600"
"31755125","23394207","2015-02-06","","","","Ivomec Plus","","","","1.5cc","","","","","","","2015-02-12 11:09:43 -0600","2015-02-12 11:09:43 -0600"
"31755128","23911661","2015-02-06","","","","Ivomec Plus","","","","1.5cc","","","","","","","2015-02-12 11:09:43 -0600","2015-02-12 11:09:43 -0600"
"31755152","21818413","2015-02-06","","","","MultiMin","","","","5cc","","","","","","","2015-02-12 11:11:43 -0600","2015-02-12 11:11:43 -0600"
"31755155","22741778","2015-02-06","","","","MultiMin","","","","5cc","","","","","","","2015-02-12 11:11:43 -0600","2015-02-12 11:11:43 -0600"
"31755158","22741808","2015-02-06","","","","MultiMin","","","","5cc","","","","","","","2015-02-12 11:11:43 -0600","2015-02-12 11:11:43 -0600"
"31755161","22741982","2015-02-06","","","","MultiMin","","","","5cc","","","","","","","2015-02-12 11:11:43 -0600","2015-02-12 11:11:43 -0600"
"31755164","22741985","2015-02-06","","","","MultiMin","","","","5cc","","","","","","","2015-02-12 11:11:43 -0600","2015-02-12 11:11:43 -0600"
"31755167","21818413","2015-02-06","","","","Ivomec Plus","","","","5cc","","","","","","","2015-02-12 11:12:31 -0600","2015-02-12 11:12:31 -0600"
