KEY	VALUE	ARG
APARTMENT	APT	FALSE
BASEMENT	BSMT	TRUE
BUILDING	BLDG	FALSE
DEPARTMENT	DEPT	TRUE
FLOOR	FL	TRUE
FRONT	FRNT	TRUE
HANGER	HNGR	FALSE
KEY	KEY	FALSE
LOBBY	LBBY	TRUE
LOT	LOT	FALSE
LOWER	LOWR	TRUE
OFFICE	OFC	TRUE
PENTHOUSE	PH	TRUE
PIER	PIER	FALSE
REAR	REAR	TRUE
ROOM	RM	FALSE
SIDE	SIDE	TRUE
SLIP	SLIP	FALSE
SPACE	SPC	TRUE
STOP	STOP	TRUE
SUITE	STE	TRUE
TRAILER	TRLR	TRUE
UNIT	UNIT	TRUE
UPPER	UPPR	TRUE
